date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity
4/28/2021,CO,COA,Colorado,5758736,Report,5234840,4323941,90903,75085,1966072,2212793,143936,1140,2639720,45.8,28.7,2592914,57.6,4265826,94813,116350,696649,82.7,1301084,154447,621411,1650337,1639051,36.4,2290100,2654340,290400,0,780268,869748,142058,321,779605,859125,141509,321,304605,287393,12597,141,1792395,31.1,1780560,39.6,604736,71.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,CT,CTA,Connecticut,3565287,Report,3800005,3147007,106583,88268,1301079,1724415,121262,251,1923029,53.9,33.8,1886084,66.5,3105580,109434,133905,566017,89.8,1072752,170212,602942,1205960,1202192,42.4,1556200,2023905,219900,0,529416,676488,121359,56,529155,672981,121254,56,198554,295914,11359,19,1327319,37.2,1323446,46.6,505846,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,DE,DEA,Delaware,973764,Report,944785,739528,97024,75945,294879,410838,33601,210,447134,45.9,27.9,441917,57.4,732146,95060,122669,165038,87.4,303429,160624,500135,271214,270052,35.1,406100,488085,50600,0,109391,161732,32843,91,109362,160599,32819,91,55796,74508,6788,59,304057,31.2,302871,39.3,137151,72.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,FL,FLA,Florida,21477737,Report,20210185,14851191,94098,69147,6470166,7822530,535368,23127,8819692,41.1,25.6,8743238,50.7,14764114,85600,117175,3761909,83.6,7127756,158488,449381,5503890,5494229,31.9,8403500,10460385,1346300,0,2474159,3022217,529704,7514,2473517,3013198,529441,7514,1545696,1405441,126419,5972,6033594,28.1,6023670,34.9,3083528,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,GA,GAA,Georgia,10617423,Report,9110285,6135031,85805,57783,2777906,3216315,140442,368,3661495,34.5,22,3613662,44.5,6072265,74841,112285,1149129,75.8,2157016,142194,600564,2333541,2318768,28.6,3914800,4696185,499300,0,1109755,1223557,137385,229,1109570,1208971,137178,227,533186,391202,17775,135,2470926,23.3,2455946,30.3,942298,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,HI,HIA,Hawaii,1415872,Report,1437480,1195009,101526,84401,418126,662808,20315,93760,729041,51.5,33.2,718067,64.3,1182815,105987,128806,228197,85,405252,150961,535478,469462,467690,41.9,594500,772980,70000,0,170363,281032,20755,18067,170230,279410,20683,18050,74266,102714,4473,1409,490217,34.6,488373,43.8,182862,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,IA,IAA,Iowa,3155070,Report,2744445,2319689,86985,73523,1073970,1155463,90134,122,1372631,43.5,29.7,1356704,55.9,2299983,94719,113022,469386,84.9,895591,161965,496324,936575,932932,38.4,1207100,1374945,162400,0,466204,470323,88893,48,466149,466735,88852,48,231008,190794,7317,36,1025468,32.5,1021784,42.1,429155,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,ID,IDA,Idaho,1787065,Report,1405215,1058965,78633,59257,472514,555533,30437,481,600385,33.6,24.6,600287,44.8,1058925,79091,104956,221017,76,420637,144713,483440,439988,439964,32.9,601200,720915,83100,0,200774,239070,30324,144,200771,239049,30314,144,94073,100261,6590,64,470312,26.3,470278,35.1,200988,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,IL,ILA,Illinois,12671821,Report,11699875,9227089,92330,72816,3959176,4957475,305594,4844,5788236,45.7,27,5697060,57.8,9121549,92567,118733,1705934,83.5,2977981,145749,572616,3422295,3404768,34.6,4960200,6030375,709300,0,1519655,1901022,306185,1618,1518391,1884764,304944,1613,615583,653602,46006,997,3728480,29.4,3709712,37.6,1316188,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,IN,INA,Indiana,6732219,Report,5431110,4041591,80673,60034,1708473,2195170,130242,7706,2389840,35.5,23.9,2366020,45.8,4012603,77700,105168,845491,77.9,1626870,149839,500221,1606497,1603574,31.1,2239000,2854410,337700,0,700945,903014,128870,2538,700888,900149,128800,2537,388282,366971,15470,1667,1735367,25.8,1732374,33.5,772390,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,KS,KSA,Kansas,2913314,Report,2677465,1980455,91904,67979,918956,1003850,57126,523,1228189,42.2,28.6,1213402,54.8,1963089,88705,120985,416615,87.6,729622,153447,563100,832427,827221,37.4,1210900,1323465,143100,0,397298,434975,57587,154,397238,429829,57552,154,167485,164637,10551,86,890014,30.5,884773,40,342759,72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,KY,KYA,Kentucky,4467673,Report,3871875,3084915,86664,69050,1392305,1585665,106644,301,1814329,40.6,28.6,1796027,51.8,3060436,88329,111749,601711,80.2,1075590,143304,515862,1279459,1273781,36.8,1652000,1997775,222100,0,593220,686008,103979,231,593145,680406,103925,230,233147,256297,25047,143,1383438,31,1377706,39.8,514634,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,LA,LAA,Louisiana,4648794,Report,3633820,2686441,78167,57788,1245884,1348519,91065,973,1491946,32.1,24.4,1480978,41.6,2669918,74973,102040,550512,74.3,1060649,143133,490380,1134297,1128966,31.7,1571200,1840020,222600,0,529025,604786,87354,486,528931,599550,87284,485,237439,249945,15855,97,1221651,26.3,1216250,34.2,503336,67.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MA,MAA,Massachusetts,6892503,Report,7048920,6000594,102269,87060,2588346,3200840,211317,91,3770163,54.7,32,3712267,67,5930274,107050,127244,1062151,90.8,1903787,162810,602816,2206937,2194383,39.6,2976000,3696420,376500,0,1003919,1203002,211885,16,1003279,1191088,211289,16,410952,431310,53184,10,2418822,35.1,2405672,43.4,895456,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MD,MDA,Maryland,6045680,Report,5750030,4672656,95110,77289,2007798,2476168,185719,2971,2874422,47.5,29.9,2829971,60.1,4618690,98041,122056,805006,83.9,1456134,151776,599339,1807916,1799231,38.2,2397500,3040830,311700,0,812981,994079,179839,856,812880,985497,179747,854,346092,318264,38692,371,1987755,32.9,1978978,42,703419,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,ME,MEA,Maine,1344212,Report,1336750,1150672,99445,85602,511342,568894,70304,132,719284,53.5,32.7,711541,65,1142544,104307,122036,257076,90.1,472943,165791,468599,439997,439602,40.1,599400,657150,80200,0,207805,232156,70248,36,207778,231793,70221,31,107086,111112,17362,13,510245,38,509823,46.5,235573,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MI,MIA,Michigan,9986857,Report,9281270,6948146,92935,69573,3036748,3681964,228181,1253,4187013,41.9,28.4,4127297,52.6,6876797,87682,118339,1391496,78.8,2559752,144995,525732,2840427,2827643,36.1,3946600,4813770,520900,0,1305319,1534604,232433,504,1305114,1522027,232315,502,627563,567804,44936,345,3072860,30.8,3059958,39,1240648,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MN,MNA,Minnesota,5639632,Report,4909860,4248287,87060,75329,1815462,2237856,194734,235,2600299,46.1,29.6,2562131,59.1,4202162,96903,113222,800993,87,1472721,160012,533459,1669470,1661169,38.3,2074200,2567760,267900,0,753728,915682,196910,60,753600,907509,196781,60,307897,379961,37733,25,1866380,33.1,1857950,42.8,725616,78.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MO,MOA,Missouri,6137428,Report,5168575,3906752,84214,63655,1547902,2238792,119714,344,2283985,37.2,24.6,2261358,47.4,3877409,81341,108428,800183,75.3,1492004,140485,486666,1509280,1504879,31.6,2157500,2734875,276200,0,629172,880053,120292,55,629062,875763,120182,54,308918,343568,24532,23,1629572,26.6,1625061,34.1,677041,63.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MS,MSA,Mississippi,2976149,Report,2391815,1564991,80366,52584,755735,763424,44972,860,914846,30.7,21.8,909397,39.9,1557274,68374,105016,350219,72,628632,129164,491442,647946,645659,28.3,1063400,1177215,151200,0,327375,320546,43967,25,327311,318323,43930,25,157858,125774,12004,9,691913,23.2,689589,30.3,295645,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,MT,MTA,Montana,1068778,Report,975905,741564,91310,69384,354786,364687,21903,188,429556,40.2,29,424375,50.5,734176,87382,116153,159959,77.5,295336,143064,472737,309728,307583,36.6,439200,475605,61100,0,154387,155284,21481,57,154335,153191,21467,57,68900,67588,5145,33,331209,31,329050,39.2,141666,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NC,NCA,North Carolina,10488084,Report,9462050,6829082,90217,65113,2864365,3729595,234793,329,4062728,38.7,25.7,4005377,48.9,6754464,82499,115569,1342707,76.7,2525485,144223,540351,2691846,2674939,32.7,3906900,5009550,545600,0,1163305,1528509,231396,32,1162418,1512489,230593,32,549473,586187,24966,23,2923242,27.9,2905532,35.5,1160649,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,ND,NDA,North Dakota,762062,Report,631580,554274,82878,72733,244371,288202,21701,0,296538,38.9,29.6,293201,50.4,548827,94318,108539,96826,80.8,186746,155823,526997,225643,224025,38.5,287200,312780,31600,0,104237,121405,19117,1,104164,119860,19047,1,41874,39946,2754,0,244760,32.1,243072,41.8,84574,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NE,NEA,Nebraska,1934408,Report,1753610,1399434,90654,72344,595595,749459,51991,2389,829507,42.9,29.2,818155,56.1,1386075,95045,120247,261326,83.6,499769,159948,561231,564525,562425,38.6,721300,935610,96700,0,251236,312613,52099,676,251180,310570,52069,675,114655,116828,3704,500,616624,31.9,614494,42.1,235687,75.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NH,NHA,New Hampshire,1359711,Report,1264745,1134878,93016,83465,490541,594022,50288,27,813444,59.8,25.8,805021,72.9,1125352,101892,114513,289924,99.9,449607,177105,498198,350917,349988,31.7,551900,630045,82800,0,179002,171902,51389,13,178856,171119,51367,13,82549,88625,12006,8,402306,29.6,401355,36.3,183188,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NJ,NJA,New Jersey,8882190,Report,8296605,7133352,93407,80311,3109058,3753100,270719,475,4508353,50.8,31.8,4444607,64,7052357,101566,119485,1252846,84.9,2176317,147493,562278,2826825,2808840,40.5,3502300,4348305,446000,0,1265180,1561620,272912,25,1265007,1543811,272804,22,483760,486014,63001,13,3099737,34.9,3081644,44.4,1032788,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NM,NMA,New Mexico,2096829,Report,2037745,1759830,97182,83928,786894,924875,45879,2182,1055793,50.4,33.9,1036525,63.9,1735740,107079,125710,324231,85.9,572074,151500,539648,710720,704062,43.4,869900,1043445,124400,0,314616,395500,45069,604,314452,389006,44989,604,121543,131101,12402,368,755789,36,749051,46.2,265414,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NV,NVA,Nevada,3080156,Report,2496000,2005102,81035,65097,849557,1084428,71117,0,1201880,39,24.6,1188335,49.8,1989478,83328,104544,378326,76.3,701732,141486,503254,758052,756133,31.7,1050400,1298700,146900,0,337129,420918,70307,5,337092,419036,70289,5,153034,151900,14492,4,828359,26.9,826422,34.6,319430,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,NY,NYA,New York State,19453561,Report,18194675,15161999,93529,77939,6555633,8018743,584832,2791,9065115,46.6,30.1,8953632,58,15029353,97433,117954,2546266,77.2,4614688,140003,551998,5864529,5843312,37.9,7719500,9520875,954300,0,2658386,3205583,570923,560,2657963,3184794,570634,555,1049802,996046,116084,313,6435452,33.1,6413946,41.6,2162245,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,OH,OHA,Ohio,11689100,Report,10340475,8184384,88463,70017,3527960,4359318,289796,7310,4664034,39.9,28.8,4601892,50.5,8099371,88896,113493,1608116,78.6,3051389,149116,505321,3364716,3343481,36.7,4352500,5453175,534800,0,1494926,1867625,279871,2165,1494802,1846523,279766,2156,669513,726916,58452,1277,3644587,31.2,3623247,39.8,1456158,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,OK,OKA,Oklahoma,3956971,Report,3719965,2649839,94010,66966,1230868,1350442,68495,34,1513189,38.2,27.4,1495660,49.8,2622182,87268,123804,505342,79.6,924364,145539,585700,1082388,1072910,35.7,1626300,1900665,193000,0,511033,571334,67763,21,510916,561973,67726,21,221409,187856,12329,6,1150151,29.1,1140636,38,421600,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,OR,ORA,Oregon,4217737,Report,3801565,2965257,90133,70304,1300859,1567927,94918,1553,1827620,43.3,27.2,1803850,53.8,2936540,87627,113440,607547,79.3,1108296,144671,496236,1148847,1143660,34.1,1658600,1916265,226700,0,527202,621378,93869,267,526827,616568,93593,265,245639,261761,32082,142,1242716,29.5,1237253,36.9,539624,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,PA,PAA,Pennsylvania,12801989,Report,12260615,9800202,95771,76552,4209454,5256791,333707,250,6204777,48.5,28.3,6143042,60.4,9727428,95673,120588,2198092,91.8,3766738,157383,512276,3617295,3605443,35.5,5186600,6223815,850200,0,1578544,2038554,339252,197,1578113,2027135,339097,195,748529,810420,46757,117,3956547,30.9,3944540,38.8,1605823,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,RI,RIA,Rhode Island,1059361,Report,1094235,893081,103292,84304,377337,477866,37854,24,549164,51.8,31.8,541755,63.4,884456,103461,128001,169762,90.8,318833,170457,585009,337042,336015,39.3,460800,579735,53700,0,150900,186137,37623,5,150891,185119,37609,5,71178,77147,4844,2,374665,35.4,373624,43.7,153171,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,SC,SCA,South Carolina,5148714,Report,4443785,3182970,86309,61821,1272095,1812602,97218,1055,1860517,36.1,24.8,1841343,45.6,3157414,78202,110062,746228,79.6,1359192,145054,474245,1274559,1268364,31.4,1853900,2332785,257100,0,501348,773002,94672,209,501098,767057,94470,209,261379,347051,17942,142,1369231,26.6,1362834,33.8,626514,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,SD,SDA,South Dakota,884659,Report,882185,685056,99720,77437,315615,351291,18137,13,392554,44.4,33.3,387765,58.1,678565,101649,132151,134063,88.3,250979,165258,580878,294791,293078,43.9,407100,421785,53300,0,140410,154373,18206,8,140379,152691,18199,8,63496,56349,2556,5,312997,35.4,311277,46.6,122406,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,TN,TNA,Tennessee,6829174,Report,5451530,3925360,79827,57479,1722084,2089840,108011,5425,2314380,33.9,22.1,2293295,43.1,3897846,73280,102489,833449,72.9,1542955,134945,476785,1510429,1504418,28.3,2329100,2795130,327300,0,687237,821606,105366,1586,687108,815726,105245,1584,353209,313881,19123,1004,1615795,23.7,1609663,30.3,687217,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,TX,TXA,Texas,28995881,Report,24993025,18395582,86195,63442,8100738,9649750,644393,701,10915947,37.6,23.7,10774730,49.9,18162853,84103,115730,2934207,78.6,5281829,141444,669295,6882479,6793442,31.5,10327700,13079625,1585700,0,3154486,3725773,631208,557,3113677,3677573,623042,550,1040980,1229505,208299,184,7512024,25.9,7414843,34.3,2478968,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,UT,UTA,Utah,3205958,Report,2477050,2093104,77264,65288,905466,1103239,84399,0,1243921,38.8,20.5,1216708,53.5,2058044,90472,108892,305154,83.4,568753,155451,677026,655735,648603,28.5,1104800,1234350,137900,0,291573,364162,81293,0,291469,357134,81201,0,88580,103868,10299,0,737028,23,729804,32.1,202747,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,VA,VAA,Virginia,8535519,Report,7927215,6457715,92873,75657,2717638,3523071,215207,1799,3945339,46.2,29,3881351,58.2,6378499,95563,118766,1126592,82.9,2041883,150259,583353,2475988,2460782,36.9,3301200,4211415,414600,0,1094715,1380716,214099,557,1093618,1366609,213485,555,459505,446464,47453,355,2690087,31.5,2674267,40.1,953777,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,VT,VTA,Vermont,623989,Report,660990,549084,105930,87996,244676,280136,23750,522,335642,53.8,32.6,332987,65.3,545669,106997,129610,118516,94.8,227773,182162,528627,203395,202645,39.7,296500,324090,40400,0,91947,111269,23405,179,91931,110535,23387,179,50851,52649,560,119,226800,36.3,226032,44.3,104179,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,WA,WAA,Washington,7614893,Report,7048310,5668118,92560,74435,2434302,3035739,194567,3510,3447001,45.3,28.6,3404235,57.2,5615288,94346,118423,1025075,84.7,1931180,159638,582638,2177005,2167372,36.4,3012400,3642210,393700,0,968895,1207261,194670,849,968740,1197783,194567,849,426047,460932,36873,575,2371675,31.1,2361939,39.7,924427,76.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,WI,WIA,Wisconsin,5822434,Report,5186705,4533803,89081,77868,1947980,2414710,170649,464,2624085,45.1,31.1,2586825,56.8,4484312,98430,113847,876378,86.2,1708631,167967,509879,1813538,1803358,39.6,2228200,2675205,283300,0,800401,1012937,164358,200,800269,1002891,164273,198,395838,395605,16376,83,1977896,34,1967631,43.2,807902,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,WV,WVA,West Virginia,1792147,Report,1636815,1148401,91333,64080,552769,576572,19060,0,635460,35.5,28.2,626537,43.7,1134956,79225,114256,257853,70.3,486873,132659,445985,505375,501193,35,748000,791115,97700,0,244342,260969,19923,64,244233,256896,19898,64,119306,108668,3277,41,525298,29.3,521091,36.4,231292,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,WY,WYA,Wyoming,578759,Report,477985,348883,82588,60281,170017,167425,11261,180,194680,33.6,25.1,193069,43.4,346676,77900,107406,72243,72.8,136161,137288,481942,145097,144573,32.5,231500,215085,31400,0,71912,73155,10568,30,71904,72639,10564,30,33989,29638,1707,13,155665,26.9,155137,34.9,65347,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,AK,AKA,Alaska,731545,Report,768205,550524,105011,75255,246893,289534,14020,77,304657,41.6,33.1,297499,53.9,538551,97641,139278,71197,77.7,134013,146322,838762,241933,237141,43,329100,385905,53200,0,111406,130510,13075,17,111158,125966,13014,17,37960,26548,1473,9,255008,34.9,250155,45.4,65990,72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,AL,ALA,Alabama,4903185,Report,4042070,2559938,82438,52210,1218436,1268086,73416,0,1579093,32.2,21.3,1569193,41.1,2547545,66779,105955,615675,72.4,1064044,125206,475629,1046227,1043496,27.4,1772600,2025270,244200,0,497431,548737,75121,59,497349,546088,75087,59,258986,210284,23103,38,1121348,22.9,1118583,29.3,492411,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,AR,ARA,Arkansas,3017804,Report,2628460,1772085,87098,58721,831965,884999,54678,443,1067532,35.4,23.2,1054305,45.5,1754838,75716,113411,382719,73.1,678142,129446,501727,701568,697432,30.1,1162000,1308060,158400,0,341699,359765,53345,104,341511,355819,53096,102,174716,120835,8636,70,754913,25,750528,32.4,304257,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,AZ,AZA,Arizona,7278717,Report,6536895,5024348,89808,69028,2196310,2690866,134272,2900,2943500,40.4,26.8,2901097,51.5,4959701,87962,115934,1031671,78.8,1913832,146247,499521,1948387,1928569,34.2,2864200,3299595,373100,0,848660,1098763,129708,964,848509,1079096,129623,964,406902,400007,24706,635,2078095,28.6,2058192,36.5,832250,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,CA,CAA,California,39512223,Report,38562350,29957450,97596,75818,13234547,15634857,1084751,3295,19054735,48.2,27.1,18714614,61.1,29538416,96475,125948,5084361,87.1,8904048,152516,660527,10720973,10643009,34.8,16355300,19938750,2268300,0,4974986,5745261,1075715,726,4969707,5672577,1072005,725,2011711,1733780,111883,373,11796688,29.9,11715014,38.3,3857747,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,CO,COA,Colorado,5758736,Report,5335910,4388497,92658,76206,1987109,2255914,144324,1150,2658086,46.2,29.2,2609846,58,4327596,96186,118596,697956,82.9,1312345,155784,633409,1681892,1669300,37.1,2319700,2725710,290500,0,793343,888225,142431,324,792645,876331,141881,324,305393,288247,12653,142,1824323,31.7,1811181,40.3,606435,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,CT,CTA,Connecticut,3565287,Report,3832005,3184543,107481,89321,1313350,1748865,122077,251,1937627,54.3,34.5,1899634,66.9,3141186,110689,135032,567243,90,1075636,170670,608019,1228705,1224099,43.1,1581300,2023905,226800,0,536724,691925,122165,56,536461,687582,122058,56,199449,296687,11458,19,1350870,37.9,1346157,47.4,507613,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,DE,DEA,Delaware,973764,Report,967025,748392,99308,76856,299895,414667,33614,216,450711,46.3,28.4,445403,57.8,740878,96194,125556,165425,87.6,304529,161207,511908,276475,275275,35.7,410700,502125,54200,0,112096,164285,32891,94,112066,163115,32867,94,56146,74913,6795,61,309366,31.8,308142,40,137915,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,FL,FLA,Florida,21477737,Report,20311695,15013785,94571,69904,6541551,7909759,538738,23737,8879732,41.3,26.1,8801568,51,14923155,86522,117764,3770505,83.8,7152089,159029,451638,5603205,5591725,32.4,8452400,10510695,1348600,0,2518233,3077251,532994,7721,2517582,3066423,532731,7720,1555210,1410043,127008,6102,6136199,28.6,6124456,35.5,3098363,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,GA,GAA,Georgia,10617423,Report,9239535,6218010,87022,58564,2812430,3264048,141128,404,3684661,34.7,22.5,3636090,44.8,6153083,75837,113878,1151789,75.9,2168624,142959,609085,2389474,2373275,29.3,3976800,4760535,502200,0,1132589,1256651,138071,234,1132395,1240648,137864,232,535898,394592,17868,137,2527545,23.8,2511139,30.9,948495,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,HI,HIA,Hawaii,1415872,Report,1465070,1209189,103475,85402,424121,670452,20856,93760,737226,52.1,33.6,725819,65,1196503,107213,131278,229291,85.4,407695,151871,545756,475439,473607,42.4,601900,792870,70300,0,173143,284229,21295,18067,173005,282552,21218,18050,74890,103438,4555,1409,496734,35.1,494825,44.3,184292,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,IA,IAA,Iowa,3155070,Report,2790335,2351211,88440,74522,1084098,1176291,90700,122,1383035,43.8,30.3,1366623,56.3,2330420,95972,114912,470307,85.1,898428,162478,504623,956825,952608,39.2,1209700,1418235,162400,0,473481,483293,89347,51,473423,479134,89305,51,232112,191535,7363,39,1046172,33.2,1041913,42.9,431049,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,ID,IDA,Idaho,1787065,Report,1419415,1066942,79427,59704,476397,559476,30579,490,602930,33.7,24.9,602828,45,1066901,79687,106016,221320,76.1,421599,145044,488325,445221,445197,33.3,610800,720915,87700,0,203318,241757,30460,146,203315,241736,30450,146,94465,100477,6620,65,475681,26.6,475647,35.5,201627,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,IL,ILA,Illinois,12671821,Report,11924315,9335649,94101,73673,3999148,5024355,307221,4925,5836316,46.1,27.5,5741907,58.3,9225515,93623,121011,1710458,83.7,2990253,146349,583601,3482401,3463475,35.1,4971300,6243315,709700,0,1541360,1939400,307675,1641,1540034,1921805,306423,1636,618956,657404,46214,1011,3790076,29.9,3769898,38.3,1323585,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,IN,INA,Indiana,6732219,Report,5443410,4089471,80856,60745,1724924,2224596,132024,7927,2406345,35.7,24.3,2381649,46.1,4058872,78596,105406,847020,78,1632162,150327,501353,1636680,1633042,31.6,2251200,2854410,337800,0,712349,921726,130571,2605,712289,918149,130498,2604,389626,368779,15686,1707,1767251,26.3,1763540,34.1,775798,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,KS,KSA,Kansas,2913314,Report,2727885,1997118,93635,68551,926002,1013201,57389,526,1233392,42.3,29,1218373,55.1,1979147,89430,123263,417157,87.7,731208,153781,573703,844583,838966,37.9,1219200,1365585,143100,0,402473,441953,57825,157,402408,436401,57790,157,168073,165036,10603,88,902408,31,896756,40.5,343800,72.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2021,KY,KYA,Kentucky,4467673,Report,3906775,3110315,87445,69618,1401977,1601007,107028,303,1822975,40.8,29,1804270,52.1,3085076,89040,112756,602941,80.3,1079296,143798,520512,1295865,1289814,37.2,1686900,1997775,222100,0,599024,696608,104344,233,598948,690634,104290,232,234325,257505,25134,144,1400209,31.3,1394104,40.2,517108,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
