date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity
4/17/2021,NY,NYA,New York State,19453561,Report,16098245,13277087,82752,68250,5805974,6907258,561560,2295,8184821,42.1,25.2,8116222,52.6,13195067,85542,104363,2454671,74.5,4381464,132927,488396,4903166,4889724,31.7,6799900,8346195,952150,0,2246280,2656425,556257,461,2245934,2643332,555987,458,972859,939690,113486,272,5459423,28.1,5445711,35.3,2026307,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,OH,OHA,Ohio,11689100,Report,9214895,7226775,78833,61825,3181104,3758177,281150,6344,4364057,37.3,23.4,4318601,47.4,7176065,78762,101139,1574047,76.9,2945863,143959,450315,2736595,2732392,30,3875400,4804995,534500,0,1265864,1468905,271905,1826,1265788,1464784,271809,1820,638474,691536,57588,1135,3008500,25.7,3004201,33,1388733,67.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,OK,OKA,Oklahoma,3956971,Report,3385565,2444413,85560,61775,1126859,1252614,64906,34,1447491,36.6,24,1432478,47.7,2422808,80633,112674,497335,78.3,898016,141390,533049,949432,943397,31.4,1502800,1690065,192700,0,440743,508669,64206,20,440647,502730,64174,20,210520,180806,11920,5,1013638,25.6,1007571,33.5,403251,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,OR,ORA,Oregon,4217737,Report,3219255,2549615,76327,60450,1142615,1315893,89707,1400,1610356,38.2,22.4,1597220,47.7,2533532,75601,96063,592637,77.4,1041042,135892,420224,944411,941382,28.1,1407500,1585155,226600,0,446914,497256,88804,241,446647,494495,88546,240,214843,240349,31446,123,1033215,24.5,1029928,30.7,486761,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,PA,PAA,Pennsylvania,12801989,Report,10649235,8391487,83184,65548,3626861,4441051,323357,218,5461018,42.7,23.1,5430663,53.4,8354794,82173,104739,2072985,86.6,3436409,143581,444949,2953176,2946110,29,4516600,5283135,849500,0,1282913,1670086,328834,177,1282622,1663312,328694,176,640970,715605,45036,110,3282010,25.6,3274804,32.2,1401721,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,RI,RIA,Rhode Island,1059361,Report,895785,764641,84559,72179,335235,392266,37116,24,467574,44.1,27.7,464937,54.4,761557,89085,104787,166066,88.8,310738,166129,478912,293675,293228,34.3,385200,456885,53700,0,137153,156519,36930,3,137148,156077,36916,3,69778,74391,4761,2,330605,31.2,330144,38.6,148932,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,SC,SCA,South Carolina,5148714,Report,3914045,2866181,76020,55668,1128775,1640834,95517,1055,1753929,34.1,20.8,1739105,43.1,2849087,70565,96942,733687,78.3,1320255,140899,417711,1071937,1069885,26.5,1607400,2049645,257000,0,414900,656829,93031,208,414777,654900,92835,208,249328,332936,17647,141,1164968,22.6,1162720,28.8,600052,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,SD,SDA,South Dakota,884659,Report,802795,627721,90746,70956,293503,316180,18025,13,377436,42.7,28.5,373654,56,623138,93346,120258,132679,87.4,246949,162604,528603,252305,251492,37.7,371000,378495,53300,0,124096,128203,18085,6,124074,127412,18078,6,61774,55135,2544,3,270390,30.6,269570,40.4,119456,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,TN,TNA,Tennessee,6829174,Report,5103860,3501468,74736,51272,1561551,1829077,106332,4508,2160931,31.6,18.4,2145423,40.3,3483548,65491,95953,815487,71.3,1481843,129600,446378,1254938,1252818,23.6,2182300,2595060,326500,0,585334,668302,103817,1302,585251,666267,103702,1300,332286,296453,18788,841,1358755,19.9,1356520,25.5,648368,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,TX,TXA,Texas,28995881,Report,21453555,16419173,73988,56626,7274773,8517351,626354,695,10080135,34.8,20,9980596,46.2,16260714,75295,99340,3341565,89.5,5047866,135178,574511,5796374,5739136,26.6,8967300,10902255,1584000,0,2661036,3133422,613754,551,2634759,3102480,607693,546,1195337,1407533,275698,248,6408763,22.1,6345478,29.4,2878817,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,UT,UTA,Utah,3205958,Report,2166920,1871042,67590,58361,814382,974391,82269,0,1136107,35.4,17,1117039,49.1,1848422,81257,95259,299849,82,555365,151792,592262,544341,541362,23.8,957400,1071720,137800,0,246801,297540,79270,0,246718,294644,79188,0,83927,100982,10146,0,623611,19.5,620550,27.3,195055,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,VA,VAA,Virginia,8535519,Report,6777945,5593318,79409,65530,2386501,2992848,212574,1395,3557209,41.7,23.5,3521466,52.8,5550130,83152,101547,1098000,80.8,1947478,143312,498780,2007646,2000238,30,2913600,3449745,414600,0,901457,1105764,211548,425,900879,1098934,210941,425,423837,418479,46977,285,2219194,26,2211179,33.1,889578,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,VT,VTA,Vermont,623989,Report,570360,456714,91405,73193,203962,229669,22800,283,284195,45.5,26.3,282896,55.5,455088,89236,111839,115603,92.5,213592,170820,456146,163960,163631,32.1,251700,278460,40200,0,75678,88195,22495,87,75666,87878,22479,87,43392,49410,518,55,186455,29.9,186110,36.5,93375,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,WA,WAA,Washington,7614893,Report,5999170,4874563,78782,64014,2087563,2592573,191198,3229,3023361,39.7,23.8,3003095,50.5,4848918,81469,100795,1008295,83.3,1869802,154564,495913,1815837,1810718,30.4,2609200,2996370,393600,0,795500,1019610,191265,727,795398,1014593,191172,727,397957,445409,36556,503,2007102,26.4,2001890,33.6,880425,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,WI,WIA,Wisconsin,5822434,Report,4542195,3982152,78012,68393,1725854,2090281,165584,433,2427720,41.7,25.3,2401995,52.7,3950669,86717,99701,861944,84.7,1658225,163012,446520,1474329,1469928,32.3,2043500,2215395,283300,0,657232,816908,159698,189,657158,812583,159615,187,378393,379587,15926,79,1634027,28.1,1629543,35.8,773985,76.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,WV,WVA,West Virginia,1792147,Report,1522165,1079184,84935,60217,518960,541255,18969,0,618208,34.5,25.2,610487,42.6,1069394,74648,106253,254866,69.4,476586,129856,414746,451918,450106,31.4,723300,703365,95500,0,216061,235808,19791,49,215970,234087,19766,49,113865,105900,3261,32,471709,26.3,469872,32.8,223058,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2021,WY,WYA,Wyoming,578759,Report,468615,323593,80969,55912,156752,155501,11165,175,186241,32.2,22.3,185003,41.6,321986,72352,105301,71246,71.8,133225,134328,472494,129184,128888,29,223300,213915,31400,0,63488,65670,10481,26,63483,65379,10477,26,32775,28857,1693,13,139665,24.1,139365,31.3,63338,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,AK,AKA,Alaska,731545,Report,746705,517521,102072,70744,231777,272075,13597,72,291456,39.8,30.5,285164,51.7,507398,91993,135380,70199,76.6,131690,143785,815287,222876,219061,39.7,320900,374205,51600,0,101224,121638,12790,14,101043,118004,12730,14,37184,25958,1443,6,235666,32.2,231791,42,64591,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,AL,ALA,Alabama,4903185,Report,3664740,2297563,74742,46859,1099762,1125770,72031,0,1483779,30.3,17.8,1476278,38.7,2289209,60007,96064,598999,70.5,1008886,118715,431229,872661,871633,22.8,1616600,1804140,244000,0,422561,450055,73672,45,422512,449076,73639,45,237252,192839,22738,32,946333,19.3,945272,24.8,452861,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,AR,ARA,Arkansas,3017804,Report,2370830,1618371,78561,53627,764134,800064,53790,383,1013104,33.6,20,1003001,43.3,1606760,69327,102295,375493,71.7,654215,124878,452550,602531,600902,25.9,1044100,1168830,157900,0,298413,304028,52599,90,298327,302487,52351,88,165843,113259,8521,62,655130,21.7,653253,28.2,287685,54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,AZ,AZA,Arizona,7278717,Report,5738495,4550226,78839,62514,1996024,2423732,128054,2416,2744596,37.7,23.1,2710478,48.1,4505752,79911,101774,1008682,77.1,1853382,141627,438511,1680836,1672671,29.7,2475600,2890095,372800,0,741570,938469,123690,797,741465,930409,123616,797,382039,390176,23785,531,1804526,24.8,1796287,31.9,796531,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,CA,CAA,California,39512223,Report,32618010,26435308,82552,66904,11738558,13629803,1064206,2741,17276173,43.7,22.7,17065179,55.7,26181459,85511,106534,4992562,85.5,8652667,148210,558708,8986164,8944179,29.2,13780200,16578510,2259300,0,4157398,4828212,1055470,554,4154384,4789242,1051894,553,1924280,1664548,109917,314,10041634,25.4,9996073,32.6,3699059,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,CO,COA,Colorado,5758736,Report,4515250,3846376,78407,66792,1762458,1940281,142601,1036,2447138,42.5,23.8,2411147,53.6,3804949,84569,100356,685366,81.4,1274650,151310,535991,1369516,1364086,30.3,1965000,2260050,290200,0,656343,712884,140847,289,655970,707827,140306,289,296648,280904,12507,124,1510363,26.2,1504392,33.4,590183,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,CT,CTA,Connecticut,3565287,Report,3395165,2808703,95228,78779,1175068,1516706,116713,216,1762218,49.4,28.9,1737761,61.2,2782804,98060,119639,556408,88.3,1046362,166025,538706,1030794,1029618,36.3,1376100,1799265,219800,0,463739,567010,116909,45,463504,566069,116823,45,190302,287451,10967,17,1147703,32.2,1146441,40.4,488737,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,DE,DEA,Delaware,973764,Report,818475,657111,84053,67482,263269,368655,25005,182,408113,41.9,23.6,404529,52.5,652129,84671,106269,161424,85.5,293782,155518,433271,229702,229071,29.7,341800,426075,50600,0,91582,138040,24549,80,91566,137425,24530,80,53386,70938,6366,50,254251,26.1,253601,32.9,130740,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,FL,FLA,Florida,21477737,Report,17807745,13400013,82913,62390,5893591,6959695,526696,20031,8202494,38.2,21.9,8147440,47.2,13338931,77337,103246,3688897,82,6918028,153825,395962,4701624,4696310,27.2,7433300,9030645,1343800,0,2149290,2545794,521648,6540,2148673,2541097,521397,6540,1469468,1356540,124944,5322,5223272,24.3,5217707,30.3,2956274,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,GA,GAA,Georgia,10617423,Report,8033225,5542994,75661,52207,2534920,2870691,137083,300,3471588,32.7,18.3,3430670,42.3,5496704,67747,99010,1129559,74.5,2095606,138146,529563,1939448,1934193,23.8,3421800,4113525,497900,0,948141,991104,134739,203,948008,985982,134542,203,512183,374870,17530,123,2074187,19.5,2068735,25.5,904706,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,HI,HIA,Hawaii,1415872,Report,1269070,943082,89632,66608,328483,501528,19311,93760,563109,39.8,27.3,558722,50.1,938207,84068,113716,186043,69.3,333560,124255,472743,385962,384891,34.5,523200,675870,70000,0,137166,230739,19747,18057,137085,229766,19680,18040,61315,86734,4357,1409,405709,28.7,404571,36.3,153815,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,IA,IAA,Iowa,3155070,Report,2481445,2125941,78649,67382,1004267,1031707,89848,119,1299188,41.2,25.9,1287063,53,2111650,86963,102192,463725,83.9,873721,158010,448762,818363,816284,33.6,1107900,1211145,162400,0,420692,397631,88610,40,420656,395588,88569,40,222636,183520,7271,30,906973,28.7,904853,37.3,413457,74.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,ID,IDA,Idaho,1787065,Report,1283065,981273,71797,54910,441711,509256,29886,420,575492,32.2,21.7,575415,43,981236,73289,95832,218397,75.1,411919,141714,441416,388667,388652,29,555100,644865,83100,0,180610,207925,29807,132,180607,207913,29797,132,91048,97662,6537,56,418474,23.4,418449,31.3,195303,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,IL,ILA,Illinois,12671821,Report,10246165,8306266,80858,65549,3617576,4384781,299718,4191,5345138,42.2,23.2,5284636,53.6,8238827,83609,103980,1669526,81.7,2866449,140290,501469,2941356,2931914,29.8,4329100,5207865,709200,0,1347668,1592278,300504,1410,1346784,1583722,299315,1408,578508,617536,45499,888,3241860,25.6,3231229,32.8,1242431,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,IN,INA,Indiana,6732219,Report,4775740,3713772,70939,55164,1580524,2003282,123491,6475,2249248,33.4,21.2,2233585,43.3,3695201,71554,92477,833483,76.8,1589221,146372,439859,1424805,1423811,27.6,2053200,2385240,337300,0,623414,799242,122296,2149,623366,798297,122232,2148,376913,354683,15022,1455,1547101,23,1546043,29.9,748073,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,KS,KSA,Kansas,2913314,Report,2361115,1827318,81046,62723,856212,914634,55987,485,1174632,40.3,24.8,1162344,52.5,1814617,81996,106690,411143,86.5,712838,149917,496568,722978,720697,32.6,1064200,1153815,143100,0,354094,368749,56546,135,354054,366508,56511,135,161801,159493,10323,77,779524,26.8,777208,35.1,331694,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,KY,KYA,Kentucky,4467673,Report,3429405,2868642,76760,64209,1302237,1460619,105522,264,1738564,38.9,25.5,1723994,49.8,2850107,82259,98978,592197,78.9,1042959,138957,456910,1140895,1137511,32.8,1503800,1704105,221500,0,536684,604020,102966,191,536624,600697,102916,190,221144,245714,24809,118,1243861,27.8,1240427,35.8,491785,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,LA,LAA,Louisiana,4648794,Report,3513250,2507009,75573,53928,1142592,1274203,89262,952,1443175,31,21.7,1433760,40.3,2494888,70058,98655,544012,73.4,1033421,139459,474109,1009797,1007273,28.3,1522200,1768650,222400,0,453048,556284,85621,465,452986,553823,85552,464,222881,244536,15663,92,1095418,23.6,1092825,30.7,483172,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MA,MAA,Massachusetts,6892503,Report,5967370,5242290,86578,76058,2314679,2719741,207797,73,3368264,48.9,26.8,3334514,60.2,5202387,93911,107720,1042600,89.2,1836614,157065,510323,1849866,1843796,33.3,2556000,3035370,376000,0,883118,966734,208440,14,882759,961023,207861,14,387926,406614,52565,9,2058306,29.9,2051657,37,847114,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MD,MDA,Maryland,6045680,Report,4967520,4110450,82166,67990,1790662,2133753,183490,2545,2608494,43.1,25.2,2580600,54.8,4077746,86558,105445,786457,82,1396732,145585,517776,1521626,1517311,32.2,2086600,2569320,311600,0,700071,820838,177714,717,699994,816600,177623,717,322805,302223,38314,328,1699340,28.1,1694934,36,663670,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,ME,MEA,Maine,1344212,Report,1144750,1035968,85161,77069,459891,505995,69970,112,665622,49.5,28.1,660744,60.3,1030818,94107,104508,254246,89.1,459906,161221,401294,378374,378065,34.5,501000,563550,80200,0,181542,196801,69918,31,181516,196523,69891,26,100133,107883,17316,12,448292,33.3,447956,40.9,225344,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MI,MIA,Michigan,9986857,Report,7872710,6202312,78831,62105,2741046,3235131,224904,1231,3879065,38.8,24,3836172,48.9,6156213,78494,100380,1358258,76.9,2475636,140231,445945,2394034,2389906,30.5,3390000,3962010,520700,0,1127892,1265665,229264,477,1127747,1261682,229147,477,598734,545788,44493,329,2623298,26.3,2619053,33.4,1189344,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MN,MNA,Minnesota,5639632,Report,4194140,3787907,74369,67166,1644140,1949361,194180,226,2381181,42.2,25.3,2358461,54.4,3761511,86741,96718,790172,85.9,1441771,156649,455696,1429416,1425375,32.9,1798700,2127840,267600,0,650758,778599,196434,59,650672,774644,196304,59,298876,369376,37666,24,1625850,28.8,1621679,37.4,705942,76.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MO,MOA,Missouri,6137428,Report,4715505,3536035,76832,57614,1417729,2001875,116092,339,2118112,34.5,21.4,2101877,44.1,3516023,73760,98923,776956,73.2,1437393,135343,444006,1314861,1312696,27.5,1963100,2476305,276100,0,555019,759791,116804,51,554931,757715,116696,50,295128,326066,24121,21,1431665,23.3,1429392,30,645336,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MS,MSA,Mississippi,2976149,Report,2246015,1467335,75467,49303,713332,708596,44549,858,875596,29.4,19.8,871148,38.2,1461739,64180,98615,343602,70.6,610645,125468,461485,589709,588562,25.8,999700,1095315,151000,0,300446,289241,43518,22,300408,288132,43483,22,151213,121041,11891,6,633227,21.3,632045,27.8,284151,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,MT,MTA,Montana,1068778,Report,899445,691035,84156,64657,334064,335354,21443,174,411620,38.5,26,407162,48.5,685298,81565,107053,157749,76.4,288043,139531,435700,277868,276634,32.9,407200,431145,61100,0,140999,136816,21044,53,140955,135626,21030,53,66423,65126,5042,30,298912,28,297664,35.4,136621,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NC,NCA,North Carolina,10488084,Report,8309510,6300491,79228,60073,2651452,3414772,233938,329,3838153,36.6,22.8,3792825,46.3,6244365,76268,101492,1324309,75.6,2480270,141641,474532,2389805,2379279,29.1,3483800,4281810,543900,0,1030800,1358977,230509,28,1030190,1349061,229711,28,535573,573327,24887,22,2620314,25,2608990,31.9,1133809,64.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,ND,NDA,North Dakota,762062,Report,590480,527870,77485,69269,233139,273090,21641,0,289672,38,27.3,286675,49.3,523476,89961,101476,96091,80.2,184585,154020,492703,207834,206843,35.5,269500,289380,31600,0,97082,110751,19061,1,97026,109816,18992,1,41073,39377,2750,0,226895,29.8,225835,38.8,83200,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NE,NEA,Nebraska,1934408,Report,1556360,1280204,80457,66181,551047,676222,50708,2227,789368,40.8,25.1,781002,53.6,1270749,87137,106722,257992,82.6,488923,156476,498102,485536,484369,33.2,670400,789360,96600,0,220705,264202,51158,629,220659,263081,51133,629,110248,114435,3622,470,536694,27.7,535502,36.7,228775,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NH,NHA,New Hampshire,1359711,Report,1096375,1102415,80633,81077,478375,574040,49973,27,793917,58.4,24.8,786568,71.2,1094116,99064,99268,288555,99.9,446278,175794,431875,337715,336878,30.5,478300,535275,82800,0,172207,165495,51058,13,172063,164802,51038,13,81509,87493,11938,8,388773,28.6,387916,35.1,180948,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NJ,NJA,New Jersey,8882190,Report,7169475,6340637,80717,71386,2789490,3283299,267373,475,4119225,46.4,27.1,4080173,58.8,6291052,90602,103253,1214968,82.3,2066026,140019,485890,2404363,2393252,34.5,3006500,3717675,445300,0,1118285,1286058,269535,20,1118139,1275094,269429,19,445096,451137,62208,11,2673898,30.1,2662681,38.3,958452,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NM,NMA,New Mexico,2096829,Report,1882565,1640167,89782,78221,724873,867733,45518,2043,1009080,48.1,30.5,996426,61.5,1623295,100142,116137,318214,84.3,548010,145127,498553,639228,633193,39.1,813000,945165,124400,0,277476,361181,44696,571,277347,355275,44617,571,111916,122981,12346,350,683924,32.6,677810,41.8,247593,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NV,NVA,Nevada,3080156,Report,2202110,1856362,71493,60268,773090,1012390,70882,0,1132924,36.8,22.1,1121830,47,1844110,77240,92234,372279,75.1,685315,138176,443999,681517,680483,28.5,928500,1126710,146900,0,297387,384126,70054,4,297356,383123,70036,4,146950,147733,14439,3,751571,24.4,750519,31.4,309125,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,NY,NYA,New York State,19453561,Report,16098245,13676604,82752,70304,5974145,7136862,563228,2369,8397791,43.2,26.2,8317672,53.9,13581637,88048,104363,2474316,75.1,4431949,134459,488396,5087210,5072320,32.9,6799900,8346195,952150,0,2335111,2751628,557896,471,2334751,2737101,557625,468,990966,952060,113740,273,5645106,29,5629945,36.5,2057039,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,OH,OHA,Ohio,11689100,Report,9214895,7417360,78833,63455,3256888,3871142,282867,6463,4432951,37.9,24.4,4383774,48.1,7361811,80801,101139,1581539,77.3,2969394,145109,450315,2852391,2847201,31.2,3875400,4804995,534500,0,1314960,1535567,273462,1864,1314877,1530466,273366,1858,646243,699013,57706,1148,3125853,26.7,3120567,34.3,1404110,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,OK,OKA,Oklahoma,3956971,Report,3385565,2500302,85560,63187,1153040,1279234,67994,34,1469723,37.1,24.8,1453847,48.4,2477303,82447,112674,500505,78.8,907090,142819,533049,981130,974600,32.4,1502800,1690065,192700,0,458508,522602,67290,20,458408,516172,67255,20,213780,183311,12259,5,1048420,26.5,1041855,34.7,409355,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,OR,ORA,Oregon,4217737,Report,3219255,2628195,76327,62313,1175651,1360623,90514,1407,1657107,39.3,23.2,1641964,49,2609802,77877,96063,595930,77.8,1055925,137835,420224,977669,974325,29.1,1407500,1585155,226600,0,461314,516112,89586,243,461026,513057,89323,242,221572,245333,31513,124,1067255,25.3,1063648,31.7,498542,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,PA,PAA,Pennsylvania,12801989,Report,10649235,8591616,83184,67112,3706852,4560576,323967,221,5559900,43.4,23.9,5525778,54.3,8550618,84099,104739,2083780,87.1,3476783,145268,444949,3056865,3049161,30,4516600,5283135,849500,0,1331132,1725554,329481,179,1330810,1718173,329341,178,657577,728769,45135,112,3386346,26.5,3378502,33.2,1431593,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,RI,RIA,Rhode Island,1059361,Report,895785,787717,84559,74358,344395,405681,37617,24,483265,45.6,28.4,480093,56.2,784025,91713,104787,166756,89.2,311995,166801,478912,300871,300359,35.1,385200,456885,53700,0,139328,161540,37421,3,139323,161033,37407,3,69948,74746,4784,2,338292,31.9,337766,39.5,149480,79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,SC,SCA,South Carolina,5148714,Report,3914045,2947704,76020,57251,1163465,1687021,96163,1055,1781370,34.6,21.8,1765365,43.7,2928970,72544,96942,736880,78.6,1329409,141876,417711,1123743,1121251,27.8,1607400,2049645,257000,0,436245,687291,93646,207,436102,684942,93448,207,252012,336156,17756,141,1217389,23.6,1214699,30.1,606065,64.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,SD,SDA,South Dakota,884659,Report,802795,638869,90746,72216,296539,324283,18034,13,381363,43.1,29.3,377324,56.5,633774,94939,120258,132917,87.5,247604,163036,528603,259568,258499,38.7,371000,378495,53300,0,126265,133297,18096,6,126243,132250,18089,6,61995,55391,2546,3,277664,31.4,276588,41.4,119935,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,TN,TNA,Tennessee,6829174,Report,5103860,3583674,74736,52476,1594260,1878305,106512,4597,2194500,32.1,19.1,2177725,40.9,3564021,67004,95953,819089,71.6,1493819,130648,446378,1301350,1298781,24.4,2182300,2595060,326500,0,605536,694485,103988,1329,605442,692012,103873,1327,336827,299638,18835,857,1405338,20.6,1402654,26.4,656157,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,TX,TXA,Texas,28995881,Report,21453555,16745114,73988,57750,7395025,8719810,629583,696,10245431,35.3,20.5,10137510,46.9,16572785,76740,99340,2797003,74.9,5079521,136026,574511,5946152,5883518,27.2,8967300,10902255,1584000,0,2723369,3220850,616939,552,2694682,3186923,610440,546,921316,1089614,208710,187,6561710,22.6,6492592,30.1,2219827,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,UT,UTA,Utah,3205958,Report,2166920,1918236,67590,59833,833805,1002009,82422,0,1163178,36.3,17.6,1142621,50.2,1893543,83241,95259,301102,82.3,557868,152476,592262,564049,560498,24.6,957400,1071720,137800,0,253174,310875,79408,0,253088,307410,79326,0,84597,101515,10168,0,643457,20.1,639824,28.1,196280,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2021,VA,VAA,Virginia,8535519,Report,6777945,5740358,79409,67253,2436867,3089341,212691,1459,3620627,42.4,24.5,3580209,53.6,5691153,85265,101547,1101955,81.1,1964558,144569,498780,2089742,2080953,31.2,2913600,3449745,414600,0,933453,1155849,211691,440,932808,1147705,211082,440,431552,423225,46994,294,2301433,27,2292035,34.3,902065,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
