school,type,date,total_student_cases_avg,total_staff_cases_avg,chng_total_student_cases_avg,chng_total_staff_cases_avg
360 High School,in person,2021-01-13,7.0,0.0,0.0,0.0
360 High School,in person,2021-01-20,7.0,0.0,0.0,0.0
360 High School,in person,2021-01-27,7.0,0.0,0.0,0.0
360 High School,in person,2021-02-03,7.0,0.0,0.0,0.0
360 High School,in person,2021-02-10,7.0,0.0,0.0,0.0
360 High School,in person,2021-02-17,7.0,0.0,0.0,0.0
360 High School,in person,2021-02-24,7.0,0.0,0.0,0.0
360 High School,virtual,2021-01-13,7.0,0.0,0.0,0.0
360 High School,virtual,2021-01-20,7.0,0.0,0.0,0.0
360 High School,virtual,2021-01-27,7.0,0.0,0.0,0.0
360 High School,virtual,2021-02-03,7.0,0.0,0.0,0.0
360 High School,virtual,2021-02-10,7.0,0.0,0.0,0.0
360 High School,virtual,2021-02-17,7.0,0.0,0.0,0.0
360 High School,virtual,2021-02-24,7.0,0.0,0.0,0.0
A Venture Academy,in person,2021-01-13,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-01-20,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-01-27,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-02-03,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-02-10,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-02-17,0.0,0.0,0.0,0.0
A Venture Academy,in person,2021-02-24,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-01-13,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-01-20,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-01-27,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-02-03,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-02-10,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-02-17,0.0,0.0,0.0,0.0
AF Iluminar Mayoral Academy Middle School,virtual,2021-02-24,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-01-13,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-01-20,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-01-27,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-02-03,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-02-10,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-02-17,0.0,0.0,0.0,0.0
AF Providence Mayoral Academy Middle,in person,2021-02-24,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-01-13,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-01-20,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-01-27,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-02-03,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-02-10,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-02-17,0.0,0.0,0.0,0.0
Academy For Little Children,in person,2021-02-24,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-01-13,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-01-20,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-01-27,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-02-03,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-02-10,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-02-17,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,in person,2021-02-24,0.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-01-13,12.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-01-20,12.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-01-27,17.0,0.0,5.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-02-03,17.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-02-10,17.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-02-17,17.0,0.0,0.0,0.0
Achievement First Iluminar Mayoral Academy,virtual,2021-02-24,17.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-01-13,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-01-20,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-01-27,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-02-03,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-02-10,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-02-17,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,in person,2021-02-24,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-01-13,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-01-20,0.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-01-27,7.0,0.0,7.0,0.0
Achievement First Promesa Elementary,virtual,2021-02-03,7.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-02-10,7.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-02-17,7.0,0.0,0.0,0.0
Achievement First Promesa Elementary,virtual,2021-02-24,7.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-01-13,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-01-20,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-01-27,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-02-03,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-02-10,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-02-17,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,in person,2021-02-24,12.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-01-13,37.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-01-20,37.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-01-27,42.0,0.0,5.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-02-03,42.0,0.0,0.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-02-10,47.0,7.0,5.0,7.0
Achievement First Providence Mayoral Academy,virtual,2021-02-17,47.0,7.0,0.0,0.0
Achievement First Providence Mayoral Academy,virtual,2021-02-24,52.0,7.0,5.0,0.0
Action Based Enterprises,in person,2021-01-13,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-01-20,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-01-27,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-02-03,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-02-10,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-02-17,0.0,0.0,0.0,0.0
Action Based Enterprises,in person,2021-02-24,0.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-01-13,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-01-20,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-01-27,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-02-03,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-02-10,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,in person,2021-02-17,12.0,0.0,5.0,0.0
Agnes B. Hennessey School,in person,2021-02-24,12.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-01-27,12.0,0.0,5.0,0.0
Agnes B. Hennessey School,virtual,2021-02-03,12.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-02-10,12.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-02-17,12.0,0.0,0.0,0.0
Agnes B. Hennessey School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-01-13,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-01-20,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-01-27,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-02-03,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-02-10,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-02-17,0.0,0.0,0.0,0.0
Agnes E. Little School,in person,2021-02-24,0.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Agnes E. Little School,virtual,2021-02-17,12.0,0.0,5.0,0.0
Agnes E. Little School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-01-13,12.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-01-20,17.0,12.0,5.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-01-27,17.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-02-03,17.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-02-10,17.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-02-17,17.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,in person,2021-02-24,17.0,12.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-01-13,7.0,0.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-01-20,12.0,0.0,5.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-01-27,12.0,0.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-02-03,12.0,0.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-02-10,12.0,0.0,0.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-02-17,17.0,0.0,5.0,0.0
Alan Shawn Feinstein Elementary at Broad Street,virtual,2021-02-24,17.0,0.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-01-13,22.0,7.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-01-20,22.0,12.0,0.0,5.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-01-27,27.0,12.0,5.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-02-03,32.0,12.0,5.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-02-10,32.0,12.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-02-17,32.0,12.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,in person,2021-02-24,37.0,12.0,5.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-01-13,17.0,0.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-01-20,22.0,0.0,5.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-01-27,22.0,0.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-02-03,22.0,0.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-02-10,22.0,0.0,0.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-02-17,27.0,0.0,5.0,0.0
Alan Shawn Feinstein Middle School Of Coventry,virtual,2021-02-24,27.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-01-13,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-01-20,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-01-27,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-02-03,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-02-10,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-02-17,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,in person,2021-02-24,17.0,7.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-01-20,7.0,0.0,7.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Alfred Lima Sr. Elementary School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-01-13,7.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-01-20,7.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-01-27,7.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-02-03,7.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-02-10,12.0,0.0,5.0,0.0
Alice M. Waddington School,in person,2021-02-17,12.0,0.0,0.0,0.0
Alice M. Waddington School,in person,2021-02-24,12.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Alice M. Waddington School,virtual,2021-02-24,7.0,0.0,7.0,0.0
All Saints Academy,in person,2021-01-13,0.0,0.0,0.0,0.0
All Saints Academy,in person,2021-01-20,0.0,0.0,0.0,0.0
All Saints Academy,in person,2021-01-27,7.0,0.0,7.0,0.0
All Saints Academy,in person,2021-02-03,7.0,0.0,0.0,0.0
All Saints Academy,in person,2021-02-10,7.0,0.0,0.0,0.0
All Saints Academy,in person,2021-02-17,7.0,0.0,0.0,0.0
All Saints Academy,in person,2021-02-24,7.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-01-13,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-01-20,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-01-27,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-02-03,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-02-10,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-02-17,0.0,0.0,0.0,0.0
Alternative Education Program,in person,2021-02-24,0.0,0.0,0.0,0.0
Anna M. McCabe School,in person,2021-01-13,7.0,7.0,0.0,0.0
Anna M. McCabe School,in person,2021-01-20,12.0,7.0,5.0,0.0
Anna M. McCabe School,in person,2021-01-27,12.0,7.0,0.0,0.0
Anna M. McCabe School,in person,2021-02-03,12.0,7.0,0.0,0.0
Anna M. McCabe School,in person,2021-02-10,12.0,7.0,0.0,0.0
Anna M. McCabe School,in person,2021-02-17,12.0,7.0,0.0,0.0
Anna M. McCabe School,in person,2021-02-24,12.0,7.0,0.0,0.0
Anna M. McCabe School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Anna M. McCabe School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-01-13,12.0,12.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-01-20,12.0,12.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-01-27,12.0,12.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-02-03,17.0,17.0,5.0,5.0
Anthony Carnevale Elementary School,in person,2021-02-10,17.0,17.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-02-17,17.0,17.0,0.0,0.0
Anthony Carnevale Elementary School,in person,2021-02-24,17.0,17.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-01-20,12.0,0.0,5.0,0.0
Anthony Carnevale Elementary School,virtual,2021-01-27,12.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-02-03,12.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-02-10,12.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-02-17,12.0,0.0,0.0,0.0
Anthony Carnevale Elementary School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Aquidneck Elementary School,in person,2021-02-24,12.0,0.0,0.0,0.0
Aquidneck Elementary School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Aquidneck School,in person,2021-01-13,7.0,0.0,0.0,0.0
Aquidneck School,in person,2021-01-20,7.0,0.0,0.0,0.0
Aquidneck School,in person,2021-01-27,7.0,0.0,0.0,0.0
Aquidneck School,in person,2021-02-03,7.0,0.0,0.0,0.0
Aquidneck School,in person,2021-02-10,7.0,0.0,0.0,0.0
Aquidneck School,in person,2021-02-17,12.0,0.0,5.0,0.0
Archie R. Cole Middle School,in person,2021-01-13,12.0,0.0,0.0,0.0
Archie R. Cole Middle School,in person,2021-01-20,12.0,0.0,0.0,0.0
Archie R. Cole Middle School,in person,2021-01-27,17.0,7.0,5.0,7.0
Archie R. Cole Middle School,in person,2021-02-03,22.0,7.0,5.0,0.0
Archie R. Cole Middle School,in person,2021-02-10,22.0,7.0,0.0,0.0
Archie R. Cole Middle School,in person,2021-02-17,22.0,7.0,0.0,0.0
Archie R. Cole Middle School,in person,2021-02-24,22.0,7.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-01-27,7.0,0.0,7.0,0.0
Archie R. Cole Middle School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Archie R. Cole Middle School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Arlington School,in person,2021-01-13,0.0,0.0,0.0,0.0
Arlington School,in person,2021-01-20,0.0,0.0,0.0,0.0
Arlington School,in person,2021-01-27,0.0,0.0,0.0,0.0
Arlington School,in person,2021-02-03,0.0,0.0,0.0,0.0
Arlington School,in person,2021-02-10,0.0,0.0,0.0,0.0
Arlington School,in person,2021-02-17,0.0,0.0,0.0,0.0
Arlington School,in person,2021-02-24,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Arlington School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Asa Messer Elementary School,in person,2021-01-13,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-01-20,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-01-27,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-02-03,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-02-10,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-02-17,12.0,7.0,0.0,0.0
Asa Messer Elementary School,in person,2021-02-24,12.0,7.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-02-03,12.0,0.0,5.0,0.0
Asa Messer Elementary School,virtual,2021-02-10,12.0,0.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-02-17,12.0,0.0,0.0,0.0
Asa Messer Elementary School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Ashaway Elementary School,in person,2021-01-13,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-01-20,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-01-27,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-02-03,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-02-10,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-02-17,0.0,7.0,0.0,0.0
Ashaway Elementary School,in person,2021-02-24,0.0,7.0,0.0,0.0
Ashaway Elementary School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Ashaway Elementary School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Ashaway Elementary School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Ashaway Elementary School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Ashaway Elementary School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Ashaway Elementary School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Ashton School,in person,2021-01-13,0.0,0.0,0.0,0.0
Ashton School,in person,2021-01-20,0.0,0.0,0.0,0.0
Ashton School,in person,2021-01-27,7.0,0.0,7.0,0.0
Ashton School,in person,2021-02-03,7.0,0.0,0.0,0.0
Ashton School,in person,2021-02-10,7.0,0.0,0.0,0.0
Ashton School,in person,2021-02-17,7.0,0.0,0.0,0.0
Ashton School,in person,2021-02-24,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Ashton School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-01-13,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-01-20,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-01-27,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-02-03,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-02-10,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-02-17,7.0,0.0,0.0,0.0
Austin T. Levy School,in person,2021-02-24,7.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Austin T. Levy School,virtual,2021-02-24,0.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-01-13,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-01-20,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-01-27,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-02-03,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-02-10,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-02-17,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,in person,2021-02-24,12.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-01-13,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-01-20,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-01-27,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-02-03,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-02-10,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-02-17,7.0,0.0,0.0,0.0
B.F. Norton Elementary School,virtual,2021-02-24,7.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-01-13,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-01-20,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-01-27,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-02-03,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-02-10,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-02-17,0.0,0.0,0.0,0.0
BEACON Charter School,in person,2021-02-24,0.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-01-13,7.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-01-20,12.0,0.0,5.0,0.0
BEACON Charter School,virtual,2021-01-27,12.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-02-03,12.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-02-10,12.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-02-17,12.0,0.0,0.0,0.0
BEACON Charter School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-01-13,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-01-20,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-01-27,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-02-03,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-02-10,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-02-17,12.0,0.0,0.0,0.0
Barrington Christian Academy,in person,2021-02-24,12.0,7.0,0.0,7.0
Barrington High School,in person,2021-01-13,17.0,7.0,0.0,0.0
Barrington High School,in person,2021-01-20,17.0,7.0,0.0,0.0
Barrington High School,in person,2021-01-27,17.0,12.0,0.0,5.0
Barrington High School,in person,2021-02-03,17.0,12.0,0.0,0.0
Barrington High School,in person,2021-02-10,22.0,12.0,5.0,0.0
Barrington High School,in person,2021-02-17,22.0,12.0,0.0,0.0
Barrington High School,in person,2021-02-24,22.0,12.0,0.0,0.0
Barrington High School,virtual,2021-01-13,32.0,0.0,0.0,0.0
Barrington High School,virtual,2021-01-20,42.0,0.0,10.0,0.0
Barrington High School,virtual,2021-01-27,42.0,0.0,0.0,0.0
Barrington High School,virtual,2021-02-03,42.0,0.0,0.0,0.0
Barrington High School,virtual,2021-02-10,42.0,0.0,0.0,0.0
Barrington High School,virtual,2021-02-17,42.0,0.0,0.0,0.0
Barrington High School,virtual,2021-02-24,42.0,0.0,0.0,0.0
Barrington Middle School,in person,2021-01-13,27.0,7.0,0.0,0.0
Barrington Middle School,in person,2021-01-20,27.0,7.0,0.0,0.0
