school,type,date,total_student_cases_avg,total_staff_cases_avg,chng_total_student_cases_avg,chng_total_staff_cases_avg
Dunn's Corners School,in person,2021-01-27,7.0,0.0,7.0,0.0
Dunn's Corners School,in person,2021-02-03,7.0,0.0,0.0,0.0
Dunn's Corners School,in person,2021-02-10,7.0,7.0,0.0,7.0
Dunn's Corners School,in person,2021-02-17,7.0,7.0,0.0,0.0
Dunn's Corners School,in person,2021-02-24,7.0,7.0,0.0,0.0
Dunn's Corners School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Dunn's Corners School,virtual,2021-02-24,0.0,0.0,0.0,0.0
E-Cubed Academy,in person,2021-01-13,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-01-20,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-01-27,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-02-03,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-02-10,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-02-17,12.0,7.0,0.0,0.0
E-Cubed Academy,in person,2021-02-24,12.0,7.0,0.0,0.0
E-Cubed Academy,virtual,2021-01-13,7.0,0.0,0.0,0.0
E-Cubed Academy,virtual,2021-01-20,12.0,0.0,5.0,0.0
E-Cubed Academy,virtual,2021-01-27,12.0,0.0,0.0,0.0
E-Cubed Academy,virtual,2021-02-03,12.0,0.0,0.0,0.0
E-Cubed Academy,virtual,2021-02-10,12.0,0.0,0.0,0.0
E-Cubed Academy,virtual,2021-02-17,12.0,0.0,0.0,0.0
E-Cubed Academy,virtual,2021-02-24,12.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-01-13,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-01-20,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-01-27,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-02-03,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-02-10,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-02-17,7.0,0.0,0.0,0.0
E. G. Robertson School,in person,2021-02-24,7.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-01-20,0.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-01-27,0.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-02-03,0.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-02-10,0.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-02-17,0.0,0.0,0.0,0.0
E. G. Robertson School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-01-13,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-01-20,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-01-27,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-02-03,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-02-10,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-02-17,0.0,0.0,0.0,0.0
Early Childhood Center,in person,2021-02-24,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-01-13,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-01-20,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-01-27,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-02-03,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-02-10,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-02-17,0.0,0.0,0.0,0.0
Early Childhood Center,virtual,2021-02-24,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-01-13,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-01-20,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-01-27,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-02-03,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-02-10,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-02-17,0.0,0.0,0.0,0.0
East Bay Community Action Program Head Start @ John Chafee Blvd,in person,2021-02-24,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-01-13,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-01-20,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-01-27,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-02-03,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-02-10,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-02-17,0.0,0.0,0.0,0.0
East Bay Educational Collaborative,in person,2021-02-24,0.0,0.0,0.0,0.0
East Greenwich High School,in person,2021-01-13,17.0,7.0,0.0,0.0
East Greenwich High School,in person,2021-01-20,17.0,7.0,0.0,0.0
East Greenwich High School,in person,2021-01-27,22.0,7.0,5.0,0.0
East Greenwich High School,in person,2021-02-03,22.0,7.0,0.0,0.0
East Greenwich High School,in person,2021-02-10,22.0,7.0,0.0,0.0
East Greenwich High School,in person,2021-02-17,22.0,7.0,0.0,0.0
East Greenwich High School,in person,2021-02-24,22.0,7.0,0.0,0.0
East Greenwich High School,virtual,2021-01-13,7.0,0.0,0.0,0.0
East Greenwich High School,virtual,2021-01-20,12.0,0.0,5.0,0.0
East Greenwich High School,virtual,2021-01-27,12.0,0.0,0.0,0.0
East Greenwich High School,virtual,2021-02-03,12.0,0.0,0.0,0.0
East Greenwich High School,virtual,2021-02-10,12.0,0.0,0.0,0.0
East Greenwich High School,virtual,2021-02-17,12.0,0.0,0.0,0.0
East Greenwich High School,virtual,2021-02-24,12.0,0.0,0.0,0.0
East Providence High School,in person,2021-01-13,27.0,22.0,0.0,0.0
East Providence High School,in person,2021-01-20,27.0,27.0,0.0,5.0
East Providence High School,in person,2021-01-27,27.0,27.0,0.0,0.0
East Providence High School,in person,2021-02-03,27.0,27.0,0.0,0.0
East Providence High School,in person,2021-02-10,32.0,27.0,5.0,0.0
East Providence High School,in person,2021-02-17,32.0,27.0,0.0,0.0
East Providence High School,in person,2021-02-24,37.0,27.0,5.0,0.0
East Providence High School,virtual,2021-01-13,52.0,7.0,0.0,0.0
East Providence High School,virtual,2021-01-20,62.0,7.0,10.0,0.0
East Providence High School,virtual,2021-01-27,67.0,7.0,5.0,0.0
East Providence High School,virtual,2021-02-03,67.0,7.0,0.0,0.0
East Providence High School,virtual,2021-02-10,72.0,7.0,5.0,0.0
East Providence High School,virtual,2021-02-17,72.0,7.0,0.0,0.0
East Providence High School,virtual,2021-02-24,72.0,7.0,0.0,0.0
East Side Nursery School,virtual,2021-01-13,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-01-20,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-01-27,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-02-03,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-02-10,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-02-17,0.0,0.0,0.0,0.0
East Side Nursery School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-01-13,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-01-20,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-01-27,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-02-03,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-02-10,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-02-17,0.0,0.0,0.0,0.0
Eden Park School,in person,2021-02-24,0.0,0.0,0.0,0.0
Eden Park School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Eden Park School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-01-13,0.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-01-20,0.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-01-27,7.0,0.0,7.0,0.0
Edgewood Highland School,in person,2021-02-03,7.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-02-10,7.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-02-17,7.0,0.0,0.0,0.0
Edgewood Highland School,in person,2021-02-24,7.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-02-10,12.0,0.0,5.0,0.0
Edgewood Highland School,virtual,2021-02-17,12.0,0.0,0.0,0.0
Edgewood Highland School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,in person,2021-01-13,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,in person,2021-01-20,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,in person,2021-01-27,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,in person,2021-02-03,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,in person,2021-02-10,17.0,0.0,5.0,0.0
Edward R. Martin Middle School,in person,2021-02-17,17.0,7.0,0.0,7.0
Edward R. Martin Middle School,in person,2021-02-24,17.0,7.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-01-13,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-01-20,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-01-27,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-02-03,12.0,0.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-02-10,17.0,0.0,5.0,0.0
Edward R. Martin Middle School,virtual,2021-02-17,17.0,0.0,0.0,0.0
Edward R. Martin Middle School,virtual,2021-02-24,17.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-01-13,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-01-20,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-01-27,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-02-03,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-02-10,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-02-17,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,in person,2021-02-24,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-01-13,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-01-20,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-01-27,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-02-03,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-02-10,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-02-17,0.0,0.0,0.0,0.0
Edward R. Martin Middle School Annex,virtual,2021-02-24,0.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-01-13,0.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-01-20,0.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-01-27,0.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-02-03,7.0,0.0,7.0,0.0
Edward S. Rhodes School,in person,2021-02-10,7.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-02-17,7.0,0.0,0.0,0.0
Edward S. Rhodes School,in person,2021-02-24,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Edward S. Rhodes School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Eleanor Briggs School,in person,2021-02-03,0.0,0.0,0.0,0.0
Eleanor Briggs School,in person,2021-02-10,0.0,0.0,0.0,0.0
Eleanor Briggs School,in person,2021-02-17,0.0,0.0,0.0,0.0
Eleanor Briggs School,in person,2021-02-24,0.0,0.0,0.0,0.0
Eleanor Briggs School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Eleanor Briggs School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-01-13,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-01-20,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-01-27,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-02-03,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-02-10,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-02-17,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,in person,2021-02-24,0.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-01-13,17.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-01-20,17.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-01-27,17.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-02-03,22.0,0.0,5.0,0.0
Elizabeth Baldwin School,virtual,2021-02-10,22.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-02-17,22.0,0.0,0.0,0.0
Elizabeth Baldwin School,virtual,2021-02-24,22.0,0.0,0.0,0.0
Ella Risk School,in person,2021-01-13,7.0,7.0,0.0,0.0
Ella Risk School,in person,2021-01-20,12.0,7.0,5.0,0.0
Ella Risk School,in person,2021-01-27,17.0,7.0,5.0,0.0
Ella Risk School,in person,2021-02-03,17.0,7.0,0.0,0.0
Ella Risk School,in person,2021-02-10,17.0,7.0,0.0,0.0
Ella Risk School,in person,2021-02-17,17.0,7.0,0.0,0.0
Ella Risk School,in person,2021-02-24,17.0,7.0,0.0,0.0
Ella Risk School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Ella Risk School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-01-13,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-01-20,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-01-27,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-02-03,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-02-10,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-02-17,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,in person,2021-02-24,0.0,7.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-01-27,7.0,0.0,7.0,0.0
Emma G. Whiteknact School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Emma G. Whiteknact School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-01-13,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-01-20,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-01-27,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-02-03,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-02-10,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-02-17,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,in person,2021-02-24,17.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-01-13,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-01-20,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-01-27,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-02-03,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-02-10,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-02-17,12.0,0.0,0.0,0.0
Esek Hopkins Middle School,virtual,2021-02-24,12.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-01-13,12.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-01-20,12.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-01-27,17.0,0.0,5.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-02-03,17.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-02-10,17.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-02-17,17.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,in person,2021-02-24,17.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-01-20,7.0,0.0,7.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional High School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-01-13,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-01-20,7.0,0.0,7.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-01-27,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-02-03,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-02-10,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-02-17,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,in person,2021-02-24,7.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-01-13,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-01-20,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-01-27,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-02-03,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-02-10,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-02-17,0.0,0.0,0.0,0.0
Exeter-West Greenwich Regional Junior High,virtual,2021-02-24,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-01-13,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-01-20,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-01-27,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-02-03,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-02-10,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-02-17,0.0,0.0,0.0,0.0
Fallon Memorial School,in person,2021-02-24,0.0,0.0,0.0,0.0
Fallon Memorial School,virtual,2021-01-13,12.0,0.0,0.0,0.0
Fallon Memorial School,virtual,2021-01-20,17.0,0.0,5.0,0.0
Fallon Memorial School,virtual,2021-01-27,17.0,0.0,0.0,0.0
Fallon Memorial School,virtual,2021-02-03,17.0,0.0,0.0,0.0
Fallon Memorial School,virtual,2021-02-10,17.0,0.0,0.0,0.0
Fallon Memorial School,virtual,2021-02-17,22.0,0.0,5.0,0.0
Fallon Memorial School,virtual,2021-02-24,22.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-01-13,7.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-01-20,7.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-01-27,12.0,0.0,5.0,0.0
Father John V. Doyle School,in person,2021-02-03,12.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-02-10,12.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-02-17,12.0,0.0,0.0,0.0
Father John V. Doyle School,in person,2021-02-24,12.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Father John V. Doyle School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,in person,2021-01-13,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,in person,2021-01-20,0.0,7.0,0.0,7.0
Fishing Cove Elementary School,in person,2021-01-27,0.0,7.0,0.0,0.0
Fishing Cove Elementary School,in person,2021-02-03,0.0,7.0,0.0,0.0
Fishing Cove Elementary School,in person,2021-02-10,7.0,7.0,7.0,0.0
Fishing Cove Elementary School,in person,2021-02-17,7.0,7.0,0.0,0.0
Fishing Cove Elementary School,in person,2021-02-24,7.0,7.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-02-10,7.0,0.0,7.0,0.0
Fishing Cove Elementary School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Fishing Cove Elementary School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-01-13,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-01-20,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-01-27,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-02-03,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-02-10,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-02-17,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,in person,2021-02-24,0.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-01-13,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-01-20,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Flora S. Curtis Memorial School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Fogarty Memorial School,in person,2021-01-13,0.0,7.0,0.0,0.0
Fogarty Memorial School,in person,2021-01-20,0.0,7.0,0.0,0.0
Fogarty Memorial School,in person,2021-01-27,0.0,7.0,0.0,0.0
Fogarty Memorial School,in person,2021-02-03,7.0,7.0,7.0,0.0
Fogarty Memorial School,in person,2021-02-10,7.0,7.0,0.0,0.0
Fogarty Memorial School,in person,2021-02-17,7.0,7.0,0.0,0.0
Fogarty Memorial School,in person,2021-02-24,7.0,7.0,0.0,0.0
Fogarty Memorial School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Fogarty Memorial School,virtual,2021-01-20,7.0,0.0,7.0,0.0
Fogarty Memorial School,virtual,2021-01-27,7.0,0.0,0.0,0.0
Fogarty Memorial School,virtual,2021-02-03,7.0,0.0,0.0,0.0
Fogarty Memorial School,virtual,2021-02-10,7.0,0.0,0.0,0.0
Fogarty Memorial School,virtual,2021-02-17,7.0,0.0,0.0,0.0
Fogarty Memorial School,virtual,2021-02-24,7.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-01-13,7.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-01-20,7.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-01-27,7.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-02-03,7.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-02-10,12.0,0.0,5.0,0.0
Forest Avenue School,in person,2021-02-17,12.0,0.0,0.0,0.0
Forest Avenue School,in person,2021-02-24,12.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Forest Avenue School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Forest Park Elementary School,in person,2021-01-13,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-01-20,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-01-27,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-02-03,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-02-10,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-02-17,7.0,7.0,0.0,0.0
Forest Park Elementary School,in person,2021-02-24,7.0,7.0,0.0,0.0
Forest Park Elementary School,virtual,2021-01-13,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-01-20,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-01-27,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-02-03,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-02-10,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-02-17,0.0,0.0,0.0,0.0
Forest Park Elementary School,virtual,2021-02-24,0.0,0.0,0.0,0.0
Fort Barton School,in person,2021-01-13,0.0,0.0,0.0,0.0
Fort Barton School,in person,2021-01-20,0.0,0.0,0.0,0.0
Fort Barton School,in person,2021-01-27,7.0,0.0,7.0,0.0
Fort Barton School,in person,2021-02-03,7.0,0.0,0.0,0.0
Fort Barton School,in person,2021-02-10,12.0,0.0,5.0,0.0
