zip_code,count,date,change,change_%,population,rate_per_10k
2809,1895,02/03/2021,96,0.053362979433018376,22938,826.1400296451303
2875,19,02/03/2021,0,0.0,307,618.8925081433225
2815,16,02/03/2021,0,0.0,278,575.5395683453238
2861,2795,02/03/2021,107,0.03980654761904767,26164,1068.2617336798653
2905,3111,02/03/2021,94,0.03115677825654628,25223,1233.3980890457121
2907,5104,02/03/2021,116,0.023255813953488413,27445,1859.7194388777555
2911,1530,02/03/2021,48,0.03238866396761142,15574,982.4065750609991
2814,581,02/03/2021,34,0.06215722120658129,7496,775.0800426894344
2881,263,02/03/2021,35,0.15350877192982448,7841,335.41640096926415
2896,1029,02/03/2021,58,0.05973223480947487,11537,891.9129756435815
2915,1346,02/03/2021,63,0.04910366328916593,16897,796.5911108480796
2865,1703,02/03/2021,77,0.04735547355473546,16951,1004.6604920063713
2816,2871,02/03/2021,142,0.052033711982411246,32611,880.377786636411
2888,1632,02/03/2021,64,0.04081632653061229,19912,819.6062675773402
2908,5777,02/03/2021,147,0.026110124333925455,37467,1541.890196706435
2808,126,02/03/2021,10,0.0862068965517242,2401,524.7813411078718
2863,3859,02/03/2021,91,0.024150743099787597,19385,1990.714469950993
2827,173,02/03/2021,6,0.03592814371257491,2172,796.5009208103131
2920,5343,02/03/2021,159,0.03067129629629628,37547,1423.016486004208
2914,2532,02/03/2021,84,0.03431372549019618,21963,1152.8479715885808
2879,1128,02/03/2021,48,0.04444444444444451,20371,553.728339305876
2858,67,02/03/2021,8,0.13559322033898313,570,1175.438596491228
2831,383,02/03/2021,17,0.04644808743169393,3515,1089.615931721195
2895,4149,02/03/2021,179,0.04508816120906811,41186,1007.3811489341037
2873,11,02/03/2021,1,0.10000000000000009,235,468.0851063829787
2892,347,02/03/2021,18,0.054711246200607855,4988,695.6696070569367
2840,1312,02/03/2021,117,0.09790794979079487,23335,562.245553889008
2804,162,02/03/2021,10,0.06578947368421062,2607,621.4039125431531
2919,3723,02/03/2021,108,0.029875518672199064,28790,1293.157346300799
2806,1000,02/03/2021,41,0.04275286757038588,16310,613.1207847946046
2822,382,02/03/2021,13,0.035230352303523116,6111,625.1022745868107
2860,6314,02/03/2021,182,0.029680365296803624,45199,1396.9335604770017
2812,74,02/03/2021,2,0.02777777777777768,1497,494.32197728790914
2835,269,02/03/2021,6,0.02281368821292773,5405,497.68732654949116
2807,44,02/03/2021,0,0.0,1051,418.6489058039962
2912,33,02/03/2021,1,0.03125,1370,240.87591240875912
2878,1020,02/03/2021,52,0.05371900826446274,15780,646.3878326996197
2872,6,02/03/2021,1,0.19999999999999996,218,275.22935779816515
2889,2457,02/03/2021,107,0.045531914893617076,28217,870.751674522451
2841,68,02/03/2021,-1,-0.01449275362318836,1392,488.5057471264368
2910,2360,02/03/2021,86,0.03781882145998239,21000,1123.8095238095239
2836,6,02/03/2021,0,0.0,136,441.1764705882353
2894,40,02/03/2021,0,0.0,722,554.016620498615
2893,2566,02/03/2021,99,0.04012971220105399,29630,866.0141748228147
2903,930,02/03/2021,35,0.03910614525139655,10780,862.708719851577
2839,144,02/03/2021,18,0.1428571428571428,1902,757.0977917981073
2857,634,02/03/2021,27,0.04448105436573302,8412,753.6852116024727
2825,359,02/03/2021,12,0.03458213256484144,5377,667.6585456574298
2817,430,02/03/2021,25,0.06172839506172845,6135,700.8964955175225
2818,1372,02/03/2021,80,0.0619195046439629,18082,758.765623271762
2916,645,02/03/2021,26,0.042003231017770704,8139,792.480648728345
2871,955,02/03/2021,41,0.0448577680525164,17171,556.1702871119911
2904,3958,02/03/2021,109,0.0283190439075085,29359,1348.1385605776763
2909,7102,02/03/2021,136,0.01952339936836056,43540,1631.1437758383097
2921,1328,02/03/2021,38,0.029457364341085368,12361,1074.346735700995
2864,3123,02/03/2021,150,0.05045408678102925,33396,935.1419331656485
2917,1370,02/03/2021,76,0.05873261205564151,13762,995.4948408661531
2859,728,02/03/2021,43,0.06277372262773717,6738,1080.4392994953994
2826,68,02/03/2021,2,0.030303030303030276,791,859.6713021491782
2898,126,02/03/2021,5,0.04132231404958686,1696,742.9245283018868
2813,379,02/03/2021,15,0.041208791208791284,7831,483.9739496871408
2852,1700,02/03/2021,67,0.041028781383955826,22551,753.8468360604851
2906,2591,02/03/2021,81,0.03227091633466128,28387,912.7417479832317
2832,247,02/03/2021,10,0.04219409282700415,4608,536.0243055555555
2830,504,02/03/2021,27,0.05660377358490565,5976,843.3734939759036
2806,1020,02/10/2021,20,0.020000000000000018,16310,625.3832004904966
2885,1005,02/10/2021,29,0.029713114754098324,10627,945.7043380069633
2838,410,02/10/2021,13,0.032745591939546514,3400,1205.8823529411766
2907,5179,02/10/2021,75,0.01469435736677105,27445,1887.0468209145563
2863,3909,02/10/2021,50,0.01295672454003638,19385,2016.5076089760123
2917,1400,02/10/2021,30,0.021897810218978186,13762,1017.293997965412
2865,1760,02/10/2021,57,0.03347034644744573,16951,1038.2868267358858
2841,68,02/10/2021,0,0.0,1392,488.5057471264368
2879,1161,02/10/2021,33,0.0292553191489362,20371,569.9278385940798
2809,1973,02/10/2021,78,0.04116094986807384,22938,860.1447379893626
2860,6464,02/10/2021,150,0.02375673107380427,45199,1430.1201354012258
2876,57,02/10/2021,1,0.017857142857142794,430,1325.581395348837
2858,67,02/10/2021,0,0.0,570,1175.438596491228
2894,40,02/10/2021,0,0.0,722,554.016620498615
2919,3836,02/10/2021,113,0.03035186677410695,28790,1332.4070857936783
2898,126,02/10/2021,0,0.0,1696,742.9245283018868
2812,76,02/10/2021,2,0.027027027027026973,1497,507.68203072812287
2886,2615,02/10/2021,80,0.03155818540433919,29269,893.436741945403
2814,609,02/10/2021,28,0.04819277108433728,7496,812.4332977588048
2832,257,02/10/2021,10,0.04048582995951411,4608,557.7256944444445
2892,363,02/10/2021,16,0.04610951008645525,4988,727.746591820369
2813,399,02/10/2021,20,0.05277044854881274,7831,509.5134720980718
2804,169,02/10/2021,7,0.043209876543209846,2607,648.2546988876103
2802,50,02/10/2021,4,0.08695652173913038,786,636.1323155216285
2906,2656,02/10/2021,65,0.025086839058278576,28387,935.6395533166591
2816,2981,02/10/2021,110,0.03831417624521083,32611,914.108736315967
2842,909,02/10/2021,52,0.0606767794632439,16095,564.7716682199441
2916,662,02/10/2021,17,0.02635658914728678,8139,813.3677355940533
2895,4266,02/10/2021,117,0.02819956616052055,41186,1035.7888602923324
2873,12,02/10/2021,1,0.09090909090909083,235,510.6382978723404
2921,1369,02/10/2021,41,0.030873493975903665,12361,1107.5155731736916
2864,3234,02/10/2021,111,0.03554274735830942,33396,968.3794466403161
