date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Pct_Dist_Administered,Administered_Dose1_Recip_U18,Administered_Dose2_Recip_U18,Administered_Total_Recip,Administered_Total_Recip_18Plus,Administered_Recip_U18
2021-02-24,AK,AKA,Alaska,731545.0,315765.0,243650,43164.0,33306.0,156027.0,21328.0,87061.0,11901.0,0.214,0.11900000000000001,243691.0,156267.0,86836.0,155484.0,86530.0,0.282,0.157,551562.0,57249.0,242559.0,43977.0,0.771618133738698,783.0,306.0,243103.0,242014.0,1089.0
2021-02-24,AL,ALA,Alabama,4903185.0,1138650.0,839703,23223.0,17126.0,591009.0,12054.0,247024.0,5038.0,0.12300000000000001,0.052000000000000005,859989.0,604602.0,253615.0,604396.0,253595.0,0.158,0.066,3814879.0,29848.0,839483.0,22005.0,0.7374548807798709,206.0,20.0,858217.0,857991.0,226.0
2021-02-24,AR,ARA,Arkansas,3017804.0,816730.0,554466,27064.0,18373.0,378225.0,12533.0,172653.0,5721.0,0.126,0.057,555311.0,378928.0,172834.0,378763.0,172805.0,0.163,0.075,2317649.0,35240.0,554274.0,23915.0,0.6788853109350703,165.0,29.0,551762.0,551568.0,194.0
2021-02-24,AZ,AZA,Arizona,7278717.0,1977925.0,1555942,27174.0,21377.0,1137371.0,15626.0,412825.0,5672.0,0.153,0.055999999999999994,1523908.0,1110854.0,407127.0,1109718.0,406956.0,0.19699999999999998,0.07200000000000001,5638481.0,35079.0,1554412.0,27568.0,0.7866536901045288,1136.0,171.0,1517981.0,1516674.0,1307.0
2021-02-24,CA,CAA,California,39512223.0,10702330.0,7876011,27086.0,19933.0,5649200.0,14297.0,2173394.0,5501.0,0.14300000000000002,0.055,7863616.0,5639811.0,2170406.0,5636825.0,2169643.0,0.184,0.071,30617582.0,34955.0,7872193.0,25711.0,0.7359155436246125,2986.0,763.0,7810217.0,7806468.0,3749.0
2021-02-24,CO,COA,Colorado,5758736.0,1512970.0,1268302,26273.0,22024.0,847375.0,14715.0,413803.0,7186.0,0.147,0.07200000000000001,1267532.0,847173.0,413202.0,846846.0,413109.0,0.188,0.092,4499217.0,33627.0,1267882.0,28180.0,0.8382862845925564,327.0,93.0,1260375.0,1259955.0,420.0
2021-02-24,CT,CTA,Connecticut,3565287.0,1099225.0,912033,30831.0,25581.0,618330.0,17343.0,283211.0,7944.0,0.17300000000000001,0.08,910504.0,615837.0,283844.0,615127.0,283599.0,0.217,0.1,2837847.0,38734.0,910992.0,32102.0,0.8297054743114467,710.0,245.0,899681.0,898726.0,955.0
2021-02-24,DE,DEA,Delaware,973764.0,274055.0,189836,28144.0,19495.0,135908.0,13957.0,53019.0,5445.0,0.13699999999999998,0.053,185489.0,133489.0,51176.0,133439.0,51162.0,0.17300000000000001,0.066,770192.0,35583.0,189771.0,24639.0,0.692693072558428,50.0,14.0,184665.0,184601.0,64.0
2021-02-24,FL,FLA,Florida,21477737.0,5997365.0,4502702,27924.0,20965.0,2936823.0,13674.0,1535864.0,7151.0,0.134,0.07,4424788.0,2881733.0,1513077.0,2878730.0,1512755.0,0.16699999999999998,0.08800000000000001,17247808.0,34772.0,4499315.0,26086.0,0.7507800509056894,3003.0,322.0,4394810.0,4391485.0,3325.0
2021-02-24,GA,GAA,Georgia,10617423.0,2535925.0,1919262,23885.0,18077.0,1225659.0,11544.0,653286.0,6153.0,0.113,0.061,1892854.0,1203510.0,649555.0,1203119.0,649431.0,0.14800000000000002,0.08,8113542.0,31255.0,1918753.0,23649.0,0.7568291649003815,391.0,124.0,1853065.0,1852550.0,515.0
2021-02-24,HI,HIA,Hawaii,1415872.0,459350.0,339771,32443.0,23997.0,227011.0,16033.0,112487.0,7945.0,0.161,0.08,341980.0,228596.0,113081.0,228469.0,113026.0,0.205,0.10099999999999999,1116004.0,41160.0,339590.0,30429.0,0.7396778055948623,127.0,55.0,341677.0,341495.0,182.0
2021-02-24,IA,IAA,Iowa,3155070.0,792615.0,621717,25122.0,19705.0,462422.0,14656.0,153214.0,4856.0,0.14800000000000002,0.049,628071.0,466702.0,155321.0,466322.0,155181.0,0.192,0.064,2428229.0,32642.0,621204.0,25583.0,0.7843871236350561,380.0,140.0,622023.0,621503.0,520.0
2021-02-24,ID,IDA,Idaho,1787065.0,422185.0,346534,23624.0,19391.0,231667.0,12964.0,103129.0,5771.0,0.131,0.059000000000000004,350885.0,234983.0,104666.0,234979.0,104663.0,0.17600000000000002,0.078,1338864.0,31533.0,346532.0,25883.0,0.8208107820031503,4.0,3.0,339649.0,339642.0,7.0
2021-02-24,IL,ILA,Illinois,12671821.0,3327065.0,2461385,26256.0,19424.0,1811338.0,14294.0,611324.0,4824.0,0.14400000000000002,0.049,2488583.0,1826927.0,623117.0,1825612.0,622855.0,0.185,0.063,9853946.0,33764.0,2459774.0,24962.0,0.7398067065115951,1315.0,262.0,2450044.0,2448467.0,1577.0
2021-02-24,IN,INA,Indiana,6732219.0,1734580.0,1361053,25765.0,20217.0,911746.0,13543.0,442264.0,6569.0,0.135,0.066,1361948.0,911754.0,442984.0,911548.0,442911.0,0.177,0.086,5164245.0,33588.0,1360773.0,26350.0,0.7846585340543533,206.0,73.0,1354738.0,1354459.0,279.0
2021-02-24,KS,KSA,Kansas,2913314.0,754495.0,530904,25898.0,18223.0,367813.0,12625.0,158944.0,5456.0,0.133,0.059000000000000004,564379.0,388418.0,171637.0,388103.0,171488.0,0.175,0.077,2213064.0,34093.0,530453.0,23969.0,0.7036547624570076,315.0,149.0,560055.0,559591.0,464.0
2021-02-24,KY,KYA,Kentucky,4467673.0,1204585.0,874840,26962.0,19582.0,592151.0,13254.0,279104.0,6247.0,0.13699999999999998,0.064,903319.0,614219.0,285516.0,613991.0,285449.0,0.177,0.08199999999999999,3464802.0,34766.0,874567.0,25241.0,0.7262584209499537,228.0,67.0,899735.0,899440.0,295.0
2021-02-24,LA,LAA,Louisiana,4648794.0,1247910.0,920794,26844.0,19807.0,601456.0,12938.0,317284.0,6825.0,0.127,0.067,907122.0,592378.0,312695.0,592266.0,312672.0,0.166,0.08800000000000001,3561164.0,35042.0,920654.0,25853.0,0.737868916828938,112.0,23.0,905073.0,904938.0,135.0
2021-02-24,MA,MAA,Massachusetts,6892503.0,1982950.0,1533534,28770.0,22249.0,1119125.0,16237.0,410360.0,5954.0,0.161,0.059000000000000004,1520416.0,1108977.0,407380.0,1108292.0,407112.0,0.2,0.073,5539703.0,35795.0,1532614.0,27666.0,0.7733598930885801,685.0,268.0,1516357.0,1515404.0,953.0
2021-02-24,MD,MDA,Maryland,6045680.0,1672605.0,1159983,27666.0,19187.0,774727.0,12815.0,383333.0,6341.0,0.133,0.066,1203340.0,802351.0,398749.0,802060.0,398657.0,0.17,0.085,4710993.0,35504.0,1159620.0,24615.0,0.6935187925421722,291.0,92.0,1201100.0,1200717.0,383.0
2021-02-24,ME,MEA,Maine,1344212.0,387360.0,305362,28817.0,22717.0,208682.0,15524.0,94466.0,7028.0,0.158,0.07200000000000001,310658.0,211853.0,96565.0,211747.0,96517.0,0.193,0.08800000000000001,1095370.0,35363.0,305213.0,27864.0,0.7883157786038827,106.0,48.0,308418.0,308264.0,154.0
2021-02-24,MI,MIA,Michigan,9986857.0,2629540.0,2044496,26330.0,20472.0,1318237.0,13200.0,705514.0,7064.0,0.134,0.07200000000000001,2078552.0,1341342.0,716292.0,1341032.0,716164.0,0.171,0.091,7842924.0,33528.0,2044057.0,26062.0,0.7775108954417883,310.0,128.0,2057634.0,2057196.0,438.0
2021-02-24,MN,MNA,Minnesota,5639632.0,1520290.0,1189101,26957.0,21085.0,810528.0,14372.0,374323.0,6637.0,0.145,0.067,1196038.0,816072.0,375311.0,815622.0,375104.0,0.188,0.086,4336475.0,35058.0,1188452.0,27406.0,0.7821540627117195,450.0,207.0,1191383.0,1190726.0,657.0
2021-02-24,MO,MOA,Missouri,6137428.0,1519205.0,1137233,24753.0,18529.0,759724.0,12379.0,366980.0,5979.0,0.11900000000000001,0.055999999999999994,1089571.0,732498.0,346732.0,732208.0,346639.0,0.154,0.073,4766843.0,31870.0,1136824.0,23849.0,0.7485711276621654,290.0,93.0,1079230.0,1078847.0,383.0
2021-02-24,MS,MSA,Mississippi,2976149.0,767265.0,525462,25780.0,17656.0,365775.0,12290.0,158823.0,5337.0,0.124,0.055,532090.0,368736.0,162441.0,368659.0,162421.0,0.162,0.071,2277566.0,33688.0,525367.0,23067.0,0.6848507360559911,77.0,20.0,531177.0,531080.0,97.0
2021-02-24,MT,MTA,Montana,1068778.0,301215.0,246626,28183.0,23076.0,170615.0,15964.0,75223.0,7038.0,0.16,0.07,247445.0,171428.0,75207.0,171240.0,75168.0,0.204,0.08900000000000001,840190.0,35851.0,246395.0,29326.0,0.8187706455521804,188.0,39.0,246635.0,246408.0,227.0
2021-02-24,NC,NCA,North Carolina,10488084.0,2770825.0,2164489,26419.0,20638.0,1406859.0,13414.0,754213.0,7191.0,0.133,0.071,2137418.0,1389988.0,743827.0,1389010.0,743263.0,0.17,0.091,8187369.0,33843.0,2162946.0,26418.0,0.7811713117934189,978.0,564.0,2133815.0,2132273.0,1542.0
2021-02-24,ND,NDA,North Dakota,762062.0,233550.0,199813,30647.0,26220.0,130597.0,17137.0,67006.0,8793.0,0.16699999999999998,0.085,193808.0,127113.0,64769.0,126959.0,64724.0,0.218,0.111,581891.0,40136.0,199605.0,34303.0,0.855546992078784,154.0,45.0,191882.0,191683.0,199.0
2021-02-24,NE,NEA,Nebraska,1934408.0,539590.0,405896,27894.0,20983.0,271978.0,14060.0,131472.0,6796.0,0.14,0.067,403556.0,271328.0,129779.0,271028.0,129667.0,0.18600000000000003,0.08900000000000001,1458334.0,37000.0,405486.0,27805.0,0.7522303971533942,300.0,112.0,401107.0,400695.0,412.0
2021-02-24,NH,NHA,New Hampshire,1359711.0,383145.0,282235,28178.0,20757.0,195615.0,14387.0,86410.0,6355.0,0.15,0.065,292505.0,203338.0,88867.0,202966.0,88740.0,0.184,0.08,1104458.0,34691.0,281710.0,25507.0,0.7366271255007896,372.0,127.0,292205.0,291706.0,499.0
2021-02-24,NJ,NJA,New Jersey,8882190.0,2297580.0,1803596,25867.0,20306.0,1227971.0,13825.0,569056.0,6407.0,0.14400000000000002,0.068,1889879.0,1278650.0,599628.0,1277307.0,599278.0,0.184,0.086,6943612.0,33089.0,1801904.0,25951.0,0.7849981284656029,1343.0,350.0,1878278.0,1876585.0,1693.0
2021-02-24,NM,NMA,New Mexico,2096829.0,680475.0,618666,32453.0,29505.0,407609.0,19439.0,204402.0,9748.0,0.19899999999999998,0.098,631002.0,417861.0,206504.0,416546.0,206342.0,0.257,0.127,1620991.0,41979.0,617383.0,38087.0,0.9091678606855506,1315.0,162.0,624365.0,622888.0,1477.0
2021-02-24,NV,NVA,Nevada,3080156.0,742630.0,606821,24110.0,19701.0,414262.0,13449.0,187809.0,6097.0,0.133,0.06,600866.0,409992.0,186083.0,409859.0,186041.0,0.172,0.078,2387517.0,31105.0,606642.0,25409.0,0.8171242745377914,133.0,42.0,596075.0,595900.0,175.0
2021-02-24,NY,NYA,New York State,19453561.0,5349415.0,3821059,27498.0,19642.0,2457363.0,12632.0,1279059.0,6575.0,0.126,0.065,3795078.0,2449913.0,1266482.0,2448825.0,1266179.0,0.159,0.08199999999999999,15425262.0,34680.0,3819687.0,24763.0,0.7142947406398643,1088.0,303.0,3716395.0,3715004.0,1391.0
2021-02-24,OH,OHA,Ohio,11689100.0,3030705.0,2288128,25928.0,19575.0,1540690.0,13181.0,741704.0,6345.0,0.131,0.063,2280160.0,1535852.0,738512.0,1535172.0,738177.0,0.168,0.081,9111081.0,33264.0,2287119.0,25103.0,0.7549820916255459,680.0,335.0,2274364.0,2273349.0,1015.0
2021-02-24,OK,OKA,Oklahoma,3956971.0,1271050.0,935457,32122.0,23641.0,617842.0,15614.0,310347.0,7843.0,0.155,0.078,930541.0,613865.0,309461.0,613553.0,309386.0,0.204,0.10300000000000001,3004733.0,42302.0,935051.0,31119.0,0.735971834310216,312.0,75.0,923326.0,922939.0,387.0
2021-02-24,OR,ORA,Oregon,4217737.0,1133695.0,865750,26879.0,20526.0,569406.0,13500.0,292308.0,6930.0,0.135,0.069,862106.0,567693.0,289751.0,566944.0,289374.0,0.16899999999999998,0.086,3351175.0,33830.0,864609.0,25800.0,0.763653363558982,749.0,377.0,857444.0,856318.0,1126.0
2021-02-24,PA,PAA,Pennsylvania,12801989.0,3493465.0,2425429,27288.0,18946.0,1731438.0,13525.0,686525.0,5363.0,0.135,0.054000000000000006,2429278.0,1731971.0,689403.0,1730771.0,688999.0,0.17,0.068,10167376.0,34360.0,2423826.0,23839.0,0.6942760268100582,1200.0,404.0,2421374.0,2419770.0,1604.0
2021-02-24,RI,RIA,Rhode Island,1059361.0,292365.0,218499,27598.0,20626.0,152657.0,14410.0,65730.0,6205.0,0.145,0.061,218997.0,154012.0,64774.0,153936.0,64744.0,0.18,0.076,854866.0,34200.0,218391.0,25547.0,0.7473500590015905,76.0,30.0,218786.0,218680.0,106.0
2021-02-24,SC,SCA,South Carolina,5148714.0,1197015.0,973703,23249.0,18912.0,676544.0,13140.0,278880.0,5416.0,0.133,0.055999999999999994,991799.0,687074.0,286518.0,686404.0,286290.0,0.17,0.071,4037531.0,29647.0,972796.0,24094.0,0.8134426051469698,670.0,228.0,973592.0,972694.0,898.0
2021-02-24,SD,SDA,South Dakota,884659.0,298240.0,242710,33712.0,27435.0,162715.0,18393.0,79778.0,9018.0,0.184,0.09,242483.0,162773.0,79453.0,162547.0,79399.0,0.243,0.11900000000000001,667558.0,44676.0,242424.0,36315.0,0.8138076716738197,226.0,54.0,242226.0,241946.0,280.0
2021-02-24,TN,TNA,Tennessee,6829174.0,1774540.0,1175995,25985.0,17220.0,784786.0,11492.0,386198.0,5655.0,0.114,0.055999999999999994,1163411.0,777850.0,380372.0,777706.0,380330.0,0.146,0.07200000000000001,5319123.0,33362.0,1175820.0,22106.0,0.6627041374102585,144.0,42.0,1158222.0,1158036.0,186.0
2021-02-24,TX,TXA,Texas,28995881.0,7191395.0,4923960,24801.0,16982.0,3362877.0,11598.0,1554957.0,5363.0,0.11699999999999999,0.054000000000000006,4952837.0,3383302.0,1563048.0,0.0,0.0,0.0,0.0,21596071.0,33300.0,4908088.0,22727.0,0.6847016468988284,3383302.0,1563048.0,4946350.0,0.0,4946350.0
2021-02-24,UT,UTA,Utah,3205958.0,759020.0,629173,23675.0,19625.0,364163.0,11359.0,154920.0,4832.0,0.114,0.048,628063.0,363912.0,155000.0,363555.0,154900.0,0.16,0.068,2274774.0,33367.0,628635.0,27635.0,0.8289280914863904,357.0,100.0,518912.0,518455.0,457.0
