city_town,county,count,change,change_%,rate_per_10k,date
Smithfield,Providence,14,1,0.07692307692307687,6.478182407107492,4/5/2020
Scituate,Providence,5,5,0.0,4.748789058790009,4/5/2020
Central Falls,Providence,12,0,0.0,6.187161639597834,4/5/2020
Warren,Bristol,0,0,0.0,0.0,4/5/2020
Cranston,Providence,67,3,0.046875,8.2737499845639,4/5/2020
Warwick,Kent,41,4,0.10810810810810811,5.048142037479376,4/5/2020
Hopkinton,Washington,0,0,0.0,0.0,4/5/2020
Narragansett,Washington,0,0,0.0,0.0,4/5/2020
West Greenwich,Kent,0,0,0.0,0.0,4/5/2020
Burrillville,Providence,11,0,0.0,6.722483652142028,4/5/2020
New Shoreham,Washington,0,0,0.0,0.0,4/5/2020
North Kingstown,Washington,17,2,0.1333333333333333,6.494002597601039,4/5/2020
East Greenwich,Kent,0,0,0.0,0.0,4/5/2020
Pawtucket,Providence,109,10,0.101010101010101,15.187404207886303,4/5/2020
Johnston,Providence,14,3,0.2727272727272727,4.801262046023527,4/5/2020
Coventry,Kent,25,2,0.08695652173913038,7.168869899349066,4/5/2020
Charlestown,Washington,0,0,0.0,0.0,4/5/2020
North Smithfield,Providence,0,0,0.0,0.0,4/5/2020
East Providence,Providence,27,3,0.125,5.693199789140749,4/5/2020
Exeter,Washington,0,0,0.0,0.0,4/5/2020
Portsmouth,Newport,9,1,0.125,5.153753650575503,4/5/2020
Barrington,Bristol,14,1,0.07692307692307687,8.63238377111851,4/5/2020
Glocester,Providence,0,0,0.0,0.0,4/5/2020
Lincoln,Providence,12,0,0.0,5.547850208044383,4/5/2020
Woonsocket,Providence,13,1,0.08333333333333326,3.131926375638431,4/5/2020
Tiverton,Newport,7,0,0.0,4.410838059231254,4/5/2020
Jamestown,Newport,0,0,0.0,0.0,4/5/2020
Westerly,Washington,12,3,0.33333333333333326,5.303632988597189,4/5/2020
Providence,Providence,151,15,0.11029411764705888,8.411834504119572,4/5/2020
Little Compton,Newport,0,0,0.0,0.0,4/5/2020
North Providence,Providence,73,5,0.07352941176470584,22.569176070490027,4/5/2020
South Kingstown,Washington,19,0,0.0,6.186506902839281,4/5/2020
Bristol,Bristol,10,0,0.0,4.480688233712699,4/5/2020
Richmond,Washington,0,0,0.0,0.0,4/5/2020
West Warwick,Kent,24,4,0.19999999999999996,8.35974781427427,4/5/2020
Middletown,Newport,10,1,0.11111111111111116,6.211180124223603,4/5/2020
Cumberland,Providence,27,2,0.08000000000000007,7.826540669024292,4/5/2020
Tiverton,Newport,10,3,0.4285714285714286,6.30119722747322,4/6/2020
Central Falls,Providence,15,3,0.25,7.733952049497294,4/6/2020
Glocester,Providence,0,0,0.0,0.0,4/6/2020
Narragansett,Washington,5,5,0.0,3.204922761361451,4/6/2020
East Greenwich,Kent,5,5,0.0,3.8185428440507105,4/6/2020
Johnston,Providence,17,3,0.2142857142857142,5.830103913028568,4/6/2020
Charlestown,Washington,0,0,0.0,0.0,4/6/2020
Barrington,Bristol,15,1,0.0714285714285714,9.24898261191269,4/6/2020
Woonsocket,Providence,13,0,0.0,3.131926375638431,4/6/2020
Lincoln,Providence,12,0,0.0,5.547850208044383,4/6/2020
Jamestown,Newport,5,5,0.0,9.08265213442325,4/6/2020
Westerly,Washington,13,1,0.08333333333333326,5.745602404313621,4/6/2020
Little Compton,Newport,0,0,0.0,0.0,4/6/2020
Bristol,Bristol,11,1,0.10000000000000009,4.928757057083968,4/6/2020
Hopkinton,Washington,0,0,0.0,0.0,4/6/2020
West Greenwich,Kent,0,0,0.0,0.0,4/6/2020
Middletown,Newport,10,0,0.0,6.211180124223603,4/6/2020
Burrillville,Providence,12,1,0.09090909090909083,7.333618529609485,4/6/2020
Warwick,Kent,48,7,0.1707317073170731,5.910019946317319,4/6/2020
Warren,Bristol,0,0,0.0,0.0,4/6/2020
West Warwick,Kent,25,1,0.04166666666666674,8.70807063986903,4/6/2020
Cumberland,Providence,32,5,0.18518518518518512,9.275900052176937,4/6/2020
Cranston,Providence,78,11,0.16417910447761197,9.632126847701256,4/6/2020
East Providence,Providence,34,7,0.2592592592592593,7.16921454928835,4/6/2020
Portsmouth,Newport,12,3,0.33333333333333326,6.87167153410067,4/6/2020
North Providence,Providence,77,4,0.0547945205479452,23.805843252434688,4/6/2020
Coventry,Kent,26,1,0.040000000000000036,7.45562469532303,4/6/2020
North Kingstown,Washington,28,11,0.6470588235294117,10.69600427840171,4/6/2020
Foster,Providence,0,0,0.0,0.0,4/6/2020
South Kingstown,Washington,20,1,0.05263157894736836,6.512112529304506,4/6/2020
Providence,Providence,178,27,0.17880794701986757,9.915937362472077,4/6/2020
North Smithfield,Providence,5,5,0.0,4.064710186163727,4/6/2020
Smithfield,Providence,16,2,0.1428571428571428,7.403637036694276,4/6/2020
New Shoreham,Washington,0,0,0.0,0.0,4/6/2020
Richmond,Washington,0,0,0.0,0.0,4/6/2020
Newport,Newport,14,0,0.0,5.657708628005658,4/6/2020
Exeter,Washington,0,0,0.0,0.0,4/6/2020
Pawtucket,Providence,126,17,0.15596330275229353,17.556081928382334,4/6/2020
Scituate,Providence,5,0,0.0,4.748789058790009,4/6/2020
Lincoln,Providence,13,1,0.08333333333333326,6.010171058714748,4/7/2020
Burrillville,Providence,16,4,0.33333333333333326,9.778158039479314,4/7/2020
Foster,Providence,0,0,0.0,0.0,4/7/2020
Exeter,Washington,0,0,0.0,0.0,4/7/2020
Middletown,Newport,11,1,0.10000000000000009,6.832298136645963,4/7/2020
Scituate,Providence,5,0,0.0,4.748789058790009,4/7/2020
New Shoreham,Washington,0,0,0.0,0.0,4/7/2020
West Greenwich,Kent,0,0,0.0,0.0,4/7/2020
Westerly,Washington,16,3,0.23076923076923084,7.071510651462918,4/7/2020
Warwick,Kent,54,6,0.125,6.648772439606984,4/7/2020
North Kingstown,Washington,32,4,0.1428571428571428,12.224004889601957,4/7/2020
Hopkinton,Washington,0,0,0.0,0.0,4/7/2020
Providence,Providence,217,39,0.2191011235955056,12.088530380092363,4/7/2020
Cumberland,Providence,34,2,0.0625,9.855643805437996,4/7/2020
Richmond,Washington,0,0,0.0,0.0,4/7/2020
West Warwick,Kent,28,3,0.1200000000000001,9.753039116653314,4/7/2020
Bristol,Bristol,14,3,0.2727272727272727,6.272963527197777,4/7/2020
Cranston,Providence,90,12,0.15384615384615374,11.113992516578373,4/7/2020
North Providence,Providence,84,7,0.09090909090909083,25.97001082083784,4/7/2020
Woonsocket,Providence,20,7,0.5384615384615385,4.8183482702129705,4/7/2020
Little Compton,Newport,0,0,0.0,0.0,4/7/2020
Pawtucket,Providence,133,7,0.05555555555555558,18.531419813292462,4/7/2020
Charlestown,Washington,0,0,0.0,0.0,4/7/2020
Glocester,Providence,0,0,0.0,0.0,4/7/2020
Coventry,Kent,37,11,0.42307692307692313,10.609927451036619,4/7/2020
Tiverton,Newport,12,2,0.19999999999999996,7.561436672967864,4/7/2020
Warren,Bristol,0,0,0.0,0.0,4/7/2020
Jamestown,Newport,5,0,0.0,9.08265213442325,4/7/2020
East Providence,Providence,41,7,0.2058823529411764,8.645229309435951,4/7/2020
Johnston,Providence,21,4,0.23529411764705888,7.20189306903529,4/7/2020
South Kingstown,Washington,20,0,0.0,6.512112529304506,4/7/2020
North Smithfield,Providence,5,0,0.0,4.064710186163727,4/7/2020
Narragansett,Washington,8,3,0.6000000000000001,5.127876418178322,4/7/2020
Portsmouth,Newport,13,1,0.08333333333333326,7.444310828609059,4/7/2020
Smithfield,Providence,19,3,0.1875,8.791818981074453,4/7/2020
East Greenwich,Kent,5,0,0.0,3.8185428440507105,4/7/2020
Newport,Newport,14,0,0.0,5.657708628005658,4/7/2020
Barrington,Bristol,15,0,0.0,9.24898261191269,4/7/2020
Central Falls,Providence,15,0,0.0,7.733952049497294,4/7/2020
North Smithfield,Providence,6,1,0.19999999999999996,4.877652223396471,4/8/2020
Providence,Providence,283,66,0.30414746543778803,15.765226256065155,4/8/2020
East Greenwich,Kent,7,2,0.3999999999999999,5.345959981670995,4/8/2020
North Kingstown,Washington,40,8,0.25,15.280006112002445,4/8/2020
Woonsocket,Providence,23,3,0.1499999999999999,5.541100510744917,4/8/2020
Jamestown,Newport,6,1,0.19999999999999996,10.899182561307903,4/8/2020
Charlestown,Washington,0,0,0.0,0.0,4/8/2020
Bristol,Bristol,14,0,0.0,6.272963527197777,4/8/2020
Pawtucket,Providence,143,10,0.07518796992481214,19.924759648878364,4/8/2020
East Providence,Providence,46,5,0.12195121951219523,9.699525566684239,4/8/2020
North Providence,Providence,93,9,0.1071428571428572,28.752511980213324,4/8/2020
Cumberland,Providence,37,3,0.08823529411764697,10.725259435329585,4/8/2020
Barrington,Bristol,16,1,0.06666666666666665,9.86558145270687,4/8/2020
Lincoln,Providence,14,1,0.07692307692307687,6.472491909385114,4/8/2020
Exeter,Washington,5,5,0.0,7.395355716609969,4/8/2020
Portsmouth,Newport,12,-1,-0.07692307692307687,6.87167153410067,4/8/2020
Johnston,Providence,25,4,0.19047619047619047,8.573682225042011,4/8/2020
Westerly,Washington,17,1,0.0625,7.513480067179351,4/8/2020
Little Compton,Newport,0,0,0.0,0.0,4/8/2020
West Warwick,Kent,31,3,0.1071428571428572,10.798007593437598,4/8/2020
Narragansett,Washington,9,1,0.125,5.768860970450612,4/8/2020
Warren,Bristol,0,0,0.0,0.0,4/8/2020
Foster,Providence,0,0,0.0,0.0,4/8/2020
Warwick,Kent,59,5,0.09259259259259256,7.264399517348371,4/8/2020
Coventry,Kent,39,2,0.054054054054053946,11.183437042984544,4/8/2020
Burrillville,Providence,17,1,0.0625,10.38929291694677,4/8/2020
Glocester,Providence,0,0,0.0,0.0,4/8/2020
Newport,Newport,14,0,0.0,5.657708628005658,4/8/2020
Scituate,Providence,6,1,0.19999999999999996,5.69854687054801,4/8/2020
Middletown,Newport,11,0,0.0,6.832298136645963,4/8/2020
Central Falls,Providence,20,5,0.33333333333333326,10.311936065996392,4/8/2020
Smithfield,Providence,19,0,0.0,8.791818981074453,4/8/2020
Cranston,Providence,98,8,0.0888888888888888,12.10190296249645,4/8/2020
Richmond,Washington,0,0,0.0,0.0,4/8/2020
Hopkinton,Washington,0,0,0.0,0.0,4/8/2020
New Shoreham,Washington,0,0,0.0,0.0,4/8/2020
Tiverton,Newport,12,0,0.0,7.561436672967864,4/8/2020
South Kingstown,Washington,23,3,0.1499999999999999,7.488929408700182,4/8/2020
West Greenwich,Kent,0,0,0.0,0.0,4/8/2020
Central Falls,Providence,26,6,0.30000000000000004,13.405516885795308,4/9/2020
Warren,Bristol,6,6,0.0,5.71864277544796,4/9/2020
Coventry,Kent,42,3,0.07692307692307687,12.043701430906433,4/9/2020
New Shoreham,Washington,0,0,0.0,0.0,4/9/2020
East Providence,Providence,49,3,0.0652173913043479,10.33210332103321,4/9/2020
Narragansett,Washington,10,1,0.11111111111111116,6.409845522722902,4/9/2020
South Kingstown,Washington,23,0,0.0,7.488929408700182,4/9/2020
Glocester,Providence,0,0,0.0,0.0,4/9/2020
Charlestown,Washington,0,0,0.0,0.0,4/9/2020
Jamestown,Newport,6,0,0.0,10.899182561307903,4/9/2020
Johnston,Providence,29,4,0.15999999999999992,9.945471381048733,4/9/2020
Tiverton,Newport,12,0,0.0,7.561436672967864,4/9/2020
Pawtucket,Providence,156,13,0.09090909090909083,21.736101435140032,4/9/2020
East Greenwich,Kent,8,1,0.1428571428571428,6.109668550481136,4/9/2020
Woonsocket,Providence,27,4,0.17391304347826098,6.5047701647875105,4/9/2020
Newport,Newport,15,1,0.0714285714285714,6.061830672863205,4/9/2020
Richmond,Washington,0,0,0.0,0.0,4/9/2020
North Kingstown,Washington,42,2,0.050000000000000044,16.044006417602567,4/9/2020
Little Compton,Newport,0,0,0.0,0.0,4/9/2020
Providence,Providence,345,62,0.21908127208480566,19.219092078948687,4/9/2020
Hopkinton,Washington,0,0,0.0,0.0,4/9/2020
Bristol,Bristol,14,0,0.0,6.272963527197777,4/9/2020
Cranston,Providence,112,14,0.1428571428571428,13.830746242853085,4/9/2020
West Greenwich,Kent,0,0,0.0,0.0,4/9/2020
Westerly,Washington,17,0,0.0,7.513480067179351,4/9/2020
Cumberland,Providence,40,3,0.08108108108108114,11.594875065221173,4/9/2020
North Providence,Providence,98,5,0.053763440860215006,30.29834595764415,4/9/2020
Lincoln,Providence,16,2,0.1428571428571428,7.397133610725844,4/9/2020
Barrington,Bristol,17,1,0.0625,10.482180293501049,4/9/2020
Scituate,Providence,7,1,0.16666666666666674,6.648304682306011,4/9/2020
Burrillville,Providence,22,5,0.2941176470588236,13.444967304284056,4/9/2020
Exeter,Washington,5,0,0.0,7.395355716609969,4/9/2020
Middletown,Newport,11,0,0.0,6.832298136645963,4/9/2020
Warwick,Kent,67,8,0.13559322033898313,8.249402841734591,4/9/2020
Foster,Providence,0,0,0.0,0.0,4/9/2020
West Warwick,Kent,34,3,0.09677419354838701,11.842976070221882,4/9/2020
Portsmouth,Newport,12,0,0.0,6.87167153410067,4/9/2020
Smithfield,Providence,22,3,0.1578947368421053,10.180000925454628,4/9/2020
North Smithfield,Providence,6,0,0.0,4.877652223396471,4/9/2020
