school,lea,type,new_student_cases_low,new_student_cases_high,new_student_cases_avg,total_student_cases_low,total_student_cases_high,total_student_cases_avg,new_staff_cases_low,new_staff_cases_high,new_staff_cases_avg,total_staff_cases_low,total_staff_cases_high,total_staff_cases_avg,date
Cottrell F. Hoxsie School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
E. G. Robertson School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Greenwood School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Harold F. Scott School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Holliman School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Lippitt School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Norwood School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Oakland Beach Elementary School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Park School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Pilgrim High School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Sherman School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Toll Gate High School,Warwick,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Warwick Area Career and Technical Center,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Warwick Early Learning Center at John Brown Francis,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Warwick Neck School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Warwick Veterans Middle School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Westbay Community Action Children's Center,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Winman Middle School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Wyman School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
West Bay Collaborative,West Bay Collaborative,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Greenbush Elementary School,West Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
John F. Deering Middle School,West Warwick,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
John F. Horgan Elementary School,West Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Maisie E. Quinn Elementary School,West Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Wakefield Hills Elementary School,West Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
West Warwick Senior High School,West Warwick,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
Dunn's Corners School,Westerly,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Springbrook Elementary School,Westerly,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
State Street School,Westerly,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Westerly High School,Westerly,in person,5,9,7.0,25,29,27.0,0,0,0.0,10,14,12.0,2021-02-10
Westerly Inclusion Preschool Program - Babcock Hall,Westerly,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Westerly Middle School,Westerly,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-02-10
Bernon Heights School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Globe Park School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Harris School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Kevin K. Coleman Elementary School,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Leo A. Savoie School,Woonsocket,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Pothier-Citizens Elementary Campus,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Woonsocket Area Career and Technical Center,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Woonsocket High School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Woonsocket Middle School at Hamlet,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Woonsocket Middle School at Villa Nova,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Other,Other,in person,5,9,7.0,75,79,77.0,5,9,7.0,255,259,257.0,2021-02-10
Total,Total,in person,215,219,217.0,4385,4389,4387.0,60,64,62.0,2085,2089,2087.0,2021-02-10
AF Iluminar Mayoral Academy Middle School,Achievement First Rhode Island,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Achievement First Iluminar Mayoral Academy,Achievement First Rhode Island,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Achievement First Promesa Elementary,Achievement First Rhode Island,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Achievement First Providence Mayoral Academy,Achievement First Rhode Island,virtual,0,0,0.0,45,49,47.0,0,0,0.0,5,9,7.0,2021-02-10
Barrington High School,Barrington,virtual,0,0,0.0,40,44,42.0,0,0,0.0,0,0,0.0,2021-02-10
Barrington Middle School,Barrington,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Hampden Meadows School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Nayatt School,Barrington,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Primrose Hill School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Sowams Elementary School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
BEACON Charter School,Beacon Charter School,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Founders Academy,Beacon Charter School,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Academy Charter School,Blackstone Academy,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep Elementary 2 School (ES2),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep Elementary 3 School (ES3),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep Elementary School (ES1),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep High School (HS),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep Junior High School (JHS),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Blackstone Valley Prep Upper Elementary School (UES),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Colt Andrews School,Bristol Warren,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Guiteras School,Bristol Warren,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Hugh Cole School,Bristol Warren,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Kickemuit Middle School,Bristol Warren,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Mt. Hope High School,Bristol Warren,virtual,0,0,0.0,40,44,42.0,0,0,0.0,0,0,0.0,2021-02-10
Rockwell School,Bristol Warren,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Austin T. Levy School,Burrillville,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Burrillville High School,Burrillville,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-10
Burrillville Middle School,Burrillville,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Steere Farm Elementary School,Burrillville,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
William L. Callahan School,Burrillville,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Bishop Hendricken High School,Catholic Schools,virtual,0,0,0.0,50,54,52.0,0,0,0.0,0,0,0.0,2021-02-10
Bishop McVinney Regional School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Blessed Sacrament School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Father John V. Doyle School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Good Shepherd Catholic Regional School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Immaculate Conception Catholic Regional,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
La Salle Academy,Catholic Schools,virtual,0,0,0.0,40,44,42.0,0,0,0.0,0,0,0.0,2021-02-10
Mount St. Charles Academy,Catholic Schools,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Msgr. Matthew F. Clarke Catholic Regional School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Our Lady of Mt. Carmel,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Sacred Heart School,Catholic Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
St. Kevin School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Luke School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Margaret School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Mary Academy-Bay View,Catholic Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
St. Mary School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Patrick School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Paul School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Peter School,Catholic Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
St. Philip School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Philomena School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Pius V School,Catholic Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
St. Raphael Academy,Catholic Schools,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
St. Rocco School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Rose of Lima School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Teresa School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Thomas Regional School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Prout School,Catholic Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Captain G. Harold Hunt Elementary School,Central Falls,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Central Falls Senior High School,Central Falls,virtual,0,0,0.0,55,59,57.0,0,0,0.0,0,0,0.0,2021-02-10
Dr. Earl F. Calcutt Middle School,Central Falls,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-10
Ella Risk School,Central Falls,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Raices Dual Language Academy at Margaret I. Robertson School,Central Falls,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Veterans Memorial Elementary,Central Falls,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Charette Charter School,Charette Charter,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Ashaway Elementary School,Chariho,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Chariho Area Career and Technical Center,Chariho,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Chariho Regional High School,Chariho,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-10
Chariho Regional Middle School,Chariho,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Charlestown Elementary School,Chariho,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Hope Valley Elementary School,Chariho,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Richmond Elementary School,Chariho,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Alan Shawn Feinstein Middle School Of Coventry,Coventry,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Blackrock School,Coventry,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Coventry High School,Coventry,virtual,0,0,0.0,50,54,52.0,0,0,0.0,5,9,7.0,2021-02-10
Hopkins Hill School,Coventry,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Tiogue School,Coventry,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Washington Oak School,Coventry,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Western Coventry School,Coventry,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Arlington School,Cranston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Cranston High School East,Cranston,virtual,0,0,0.0,100,104,102.0,0,0,0.0,5,9,7.0,2021-02-10
Cranston High School West,Cranston,virtual,5,9,7.0,100,104,102.0,0,0,0.0,0,0,0.0,2021-02-10
Cranston Transition Program(CTP),Cranston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Daniel D. Waterman School,Cranston,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Eden Park School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Edgewood Highland School,Cranston,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Edward S. Rhodes School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Garden City School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
George J. Peters School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Gladstone Street School,Cranston,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Glen Hills School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Hope Highlands Middle School,Cranston,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Hugh B. Bain Middle School,Cranston,virtual,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-02-10
NEL/CPS Construction Career Academy,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Oak Lawn School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Orchard Farms Elementary School,Cranston,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Park View Middle School,Cranston,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-10
Stadium Elementary School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Stone Hill School,Cranston,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Western Hills Middle School,Cranston,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-10
William R. Dutemple School,Cranston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Woodridge School,Cranston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Ashton School,Cumberland,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
B.F. Norton Elementary School,Cumberland,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Community School,Cumberland,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Cumberland High School,Cumberland,virtual,0,0,0.0,50,54,52.0,0,0,0.0,0,0,0.0,2021-02-10
Garvin Memorial School,Cumberland,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
John J. McLaughlin Cumberland Hill School,Cumberland,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Joseph L. McCourt Middle School,Cumberland,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
North Cumberland Middle School,Cumberland,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Wm. M. Davies Jr. Career-Technical High School,Davies Career and Tech,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Archie R. Cole Middle School,East Greenwich,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
East Greenwich High School,East Greenwich,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Frenchtown School,East Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
George Hanaford School,East Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Meadowbrook Farms School,East Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Agnes B. Hennessey School,East Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Alice M. Waddington School,East Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
East Providence High School,East Providence,virtual,0,0,0.0,70,74,72.0,0,0,0.0,5,9,7.0,2021-02-10
Edward R. Martin Middle School,East Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Edward R. Martin Middle School Annex,East Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Emma G. Whiteknact School,East Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Kent Heights School,East Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Myron J. Francis Elementary School,East Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Orlo Avenue School,East Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Riverside Middle School,East Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Silver Spring School,East Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Exeter-West Greenwich Regional High School,Exeter-West Greenwich,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Exeter-West Greenwich Regional Junior High,Exeter-West Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Metcalf School,Exeter-West Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Wawaloam School,Exeter-West Greenwich,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Captain Isaac Paine Elementary School,Foster,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Ponaganset High School,Foster-Glocester,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-10
Ponaganset Middle School,Foster-Glocester,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Fogarty Memorial School,Glocester,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
West Glocester Elementary,Glocester,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Highlander Elementary Charter School,Highlander,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Highlander Secondary Charter School,Highlander,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-10
International Charter School,International Charter,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Jamestown School-Lawn,Jamestown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Jamestown School-Melrose,Jamestown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Brown Avenue School,Johnston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Early Childhood Center,Johnston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Graniteville School,Johnston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Johnston Senior High School,Johnston,virtual,0,0,0.0,40,44,42.0,0,0,0.0,0,0,0.0,2021-02-10
Nicholas A. Ferri Middle School,Johnston,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Sarah Dyer Barnes School,Johnston,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Thornton School,Johnston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Winsor Hill School,Johnston,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
The Learning Community Charter School,Learning Community,virtual,0,0,0.0,35,39,37.0,0,0,0.0,5,9,7.0,2021-02-10
Lincoln Central Elementary School,Lincoln,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Lincoln Middle School,Lincoln,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Lincoln Senior High School,Lincoln,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-10
Lonsdale Elementary School,Lincoln,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Northern Lincoln Elementary School,Lincoln,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Saylesville Elementary School,Lincoln,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Metropolitan Regional Career and Technical Center,MET Career and Tech,virtual,0,0,0.0,40,44,42.0,0,0,0.0,0,0,0.0,2021-02-10
Forest Avenue School,Middletown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Joseph H. Gaudet Middle School,Middletown,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Middletown High School,Middletown,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Narragansett Elementary School,Narragansett,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Narragansett High School,Narragansett,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Narragansett Pier School,Narragansett,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Block Island School,New Shoreham,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Claiborne Pell Elementary School,Newport,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Frank E. Thompson Middle School,Newport,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Rogers High School,Newport,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Davisville Academy,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Davisville Middle School,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Fishing Cove Elementary School,North Kingstown,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Forest Park Elementary School,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Hamilton Elementary School,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
North Kingstown Senior High School,North Kingstown,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-10
Stony Lane Elementary School,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Wickford Middle School,North Kingstown,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Birchwood Middle School,North Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Centredale School,North Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Dr. Edward A. Ricci Middle School,North Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Dr. Joseph A Whelan Elementary School,North Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Greystone School,North Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
James L. McGuire School,North Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
North Providence High School,North Providence,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-10
Stephen Olney School,North Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
North Smithfield Elementary School,North Smithfield,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
