date,new positive labs,total positive labs,new negative labs,total negative labs,total tested,new hospital admissions,cumulative hospital admissions,new hospital discharges,cumulative hospital discharges,hospital deaths,cumulative hospital deaths,currently hospitalized,icu,vented,deaths,total deaths,new people positive,total people positive,new people negative,total people negative,total people tested,date_scraped,new total labs,%_positive_labs,new people tested,%_new_people_positive,date_ts
02/27/2020,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-10,0,,,,737482
02/28/2020,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-10,0,,,,737483
02/29/2020,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-10,1,1.0,,,737484
03/01/2020,1,2,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-10,1,1.0,,,737485
03/02/2020,0,2,1,1,3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-10,1,0.0,,,737486
03/03/2020,0,2,2,3,5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-10,2,0.0,,,737487
03/04/2020,0,2,4,7,9,1.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,4,0.0,,,737488
03/05/2020,1,3,5,12,15,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,6,0.16666666666666666,,,737489
03/06/2020,0,3,12,24,27,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,12,0.0,,,737490
03/07/2020,0,3,13,37,40,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,13,0.0,,,737491
03/08/2020,0,3,22,59,62,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,22,0.0,,,737492
03/09/2020,2,5,12,71,76,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,14,0.14285714285714285,,,737493
03/10/2020,0,5,18,89,94,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-10,18,0.0,,,737494
03/11/2020,0,5,31,120,125,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,,0,0,,,,,,2020-05-10,31,0.0,,,737495
03/12/2020,9,14,42,162,176,1.0,5.0,0.0,0.0,0.0,0.0,5.0,,,0,0,,,,,,2020-05-10,51,0.17647058823529413,,,737496
03/13/2020,6,20,49,211,231,4.0,9.0,1.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-10,55,0.10909090909090909,,,737497
03/14/2020,0,20,86,297,317,0.0,9.0,0.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-10,86,0.0,,,737498
03/15/2020,1,21,127,424,445,1.0,10.0,0.0,1.0,0.0,0.0,9.0,,,0,0,,,,,,2020-05-10,128,0.0078125,,,737499
03/16/2020,2,23,67,491,514,2.0,12.0,0.0,1.0,0.0,0.0,11.0,,,0,0,,,,,,2020-05-10,69,0.028985507246376812,,,737500
03/17/2020,10,33,126,617,650,6.0,18.0,0.0,1.0,0.0,0.0,17.0,,,0,0,,,,,,2020-05-10,136,0.07352941176470588,,,737501
03/18/2020,11,44,130,747,791,3.0,21.0,0.0,1.0,0.0,0.0,20.0,,,0,0,,,,,,2020-05-10,141,0.07801418439716312,,,737502
03/19/2020,10,54,248,995,1049,2.0,23.0,1.0,2.0,0.0,0.0,21.0,,,1,1,,,,,,2020-05-10,258,0.03875968992248062,,,737503
03/20/2020,12,66,191,1186,1252,5.0,28.0,0.0,2.0,0.0,0.0,26.0,,,0,1,,,,,,2020-05-10,203,0.059113300492610835,,,737504
03/21/2020,17,83,190,1376,1459,3.0,31.0,2.0,4.0,0.0,0.0,27.0,,,0,1,,,,,,2020-05-10,207,0.0821256038647343,,,737505
03/22/2020,23,106,68,1444,1550,2.0,33.0,0.0,4.0,0.0,0.0,29.0,,,0,1,,,,,,2020-05-10,91,0.25274725274725274,,,737506
03/23/2020,18,124,166,1610,1734,16.0,49.0,1.0,5.0,0.0,0.0,44.0,,,0,1,,,,,,2020-05-10,184,0.09782608695652174,,,737507
03/24/2020,8,132,166,1776,1908,7.0,56.0,0.0,5.0,0.0,0.0,51.0,,,0,1,,,,,,2020-05-10,174,0.04597701149425287,,,737508
03/25/2020,33,165,239,2015,2180,5.0,61.0,1.0,6.0,0.0,0.0,55.0,,,0,1,,,,,,2020-05-10,272,0.1213235294117647,,,737509
03/26/2020,38,203,268,2283,2486,9.0,70.0,5.0,11.0,0.0,0.0,59.0,,,0,1,,,,,,2020-05-10,306,0.12418300653594772,,,737510
03/27/2020,36,239,258,2541,2780,8.0,78.0,1.0,12.0,1.0,1.0,65.0,,,2,3,,,,,,2020-05-10,294,0.12244897959183673,,,737511
03/28/2020,54,293,299,2840,3133,13.0,91.0,2.0,14.0,1.0,2.0,75.0,,,1,4,,,,,,2020-05-10,353,0.1529745042492918,,,737512
03/29/2020,108,401,347,3187,3588,8.0,99.0,4.0,18.0,1.0,3.0,78.0,,,2,6,,,,,,2020-05-10,455,0.23736263736263735,,,737513
03/30/2020,87,488,289,3476,3964,19.0,118.0,6.0,24.0,0.0,3.0,91.0,,,3,9,,,,,,2020-05-10,376,0.23138297872340424,,,737514
03/31/2020,79,567,355,3831,4398,11.0,129.0,7.0,31.0,1.0,4.0,94.0,,,2,11,,,,,,2020-05-10,434,0.18202764976958524,,,737515
04/01/2020,91,658,581,4412,5070,18.0,147.0,7.0,38.0,0.0,4.0,105.0,,,1,12,,,,,,2020-05-10,672,0.13541666666666666,,,737516
04/02/2020,53,711,445,4857,5568,21.0,168.0,6.0,44.0,2.0,6.0,118.0,,,4,16,,,,,,2020-05-10,498,0.10642570281124498,,,737517
04/03/2020,95,806,727,5584,6390,23.0,191.0,7.0,51.0,0.0,6.0,134.0,,,3,19,,,,,,2020-05-10,822,0.11557177615571776,,,737518
04/04/2020,116,922,677,6261,7183,21.0,212.0,4.0,55.0,5.0,11.0,146.0,,,9,28,,,,,,2020-05-10,793,0.14627994955863807,,,737519
04/05/2020,160,1082,1140,7401,8483,20.0,232.0,9.0,64.0,1.0,12.0,156.0,,,2,30,,,,,,2020-05-10,1300,0.12307692307692308,,,737520
04/06/2020,148,1230,1664,9065,10295,26.0,258.0,7.0,71.0,0.0,12.0,175.0,,,5,35,,,,,,2020-05-10,1812,0.08167770419426049,,,737521
04/07/2020,220,1450,1619,10684,12134,19.0,277.0,4.0,75.0,2.0,14.0,188.0,,,5,40,,,,,,2020-05-10,1839,0.11963023382272975,,,737522
04/08/2020,277,1727,1599,12283,14010,18.0,295.0,8.0,83.0,6.0,20.0,192.0,,,7,47,,,,,,2020-05-10,1876,0.1476545842217484,,,737523
04/09/2020,285,2012,1526,13809,15821,32.0,327.0,8.0,91.0,4.0,24.0,212.0,,,6,53,,,,,,2020-05-10,1811,0.15737161789066814,,,737524
04/10/2020,331,2343,2441,16250,18593,29.0,356.0,17.0,108.0,5.0,29.0,219.0,,,10,63,,,,,,2020-05-10,2772,0.11940836940836941,,,737525
04/11/2020,313,2656,1827,18077,20733,29.0,385.0,11.0,119.0,2.0,31.0,235.0,,,11,74,,,,,,2020-05-10,2140,0.14626168224299066,,,737526
04/12/2020,310,2966,1572,19649,22615,34.0,419.0,13.0,132.0,5.0,36.0,251.0,,,10,84,,,,,,2020-05-10,1882,0.1647183846971307,,,737527
04/13/2020,270,3236,1026,20675,23911,36.0,455.0,13.0,145.0,3.0,39.0,271.0,,,9,93,,,,,,2020-05-10,1296,0.20833333333333334,,,737528
04/14/2020,271,3507,1784,22459,25966,27.0,482.0,16.0,161.0,5.0,44.0,277.0,,,7,100,,,,,,2020-05-10,2055,0.1318734793187348,,,737529
04/15/2020,307,3814,1767,24226,28040,30.0,512.0,19.0,180.0,3.0,47.0,285.0,,,17,117,,,,,,2020-05-10,2074,0.14802314368370298,,,737530
04/16/2020,363,4177,2358,26584,30761,37.0,549.0,25.0,205.0,6.0,53.0,291.0,,,13,130,,,,,,2020-05-10,2721,0.13340683572216097,,,737531
04/17/2020,302,4479,1751,28335,32814,31.0,580.0,20.0,225.0,7.0,60.0,295.0,,,21,151,,,,,,2020-05-10,2053,0.14710180224062347,,,737532
04/18/2020,276,4755,1658,29993,34748,27.0,607.0,18.0,243.0,4.0,64.0,300.0,,,14,165,,,,,,2020-05-10,1934,0.14270941054808686,,,737533
04/19/2020,343,5098,1997,31990,37088,24.0,631.0,25.0,268.0,1.0,65.0,298.0,,,11,176,,,,,,2020-05-10,2340,0.1465811965811966,,,737534
04/20/2020,369,5467,1843,33833,39300,46.0,677.0,30.0,298.0,3.0,68.0,311.0,,,11,187,,,,,,2020-05-10,2212,0.16681735985533455,,,737535
04/21/2020,378,5845,2048,35881,41726,44.0,721.0,31.0,329.0,5.0,73.0,319.0,,,15,202,,,,,,2020-05-10,2426,0.15581203627370158,,,737536
04/22/2020,417,6262,2282,38163,44425,40.0,761.0,32.0,361.0,5.0,78.0,322.0,,,13,215,,,,,,2020-05-10,2699,0.15450166728417933,,,737537
04/23/2020,437,6699,2395,40558,47257,31.0,792.0,28.0,389.0,5.0,83.0,320.0,,,12,227,,,,,,2020-05-10,2832,0.15430790960451976,,,737538
04/24/2020,430,7129,3204,43762,50891,35.0,827.0,27.0,416.0,4.0,87.0,324.0,,,9,236,,,,,,2020-05-10,3634,0.11832691249312052,,,737539
04/25/2020,310,7439,2202,45964,53403,34.0,861.0,17.0,433.0,5.0,92.0,336.0,,,11,247,,,,,,2020-05-10,2512,0.12340764331210191,,,737540
04/26/2020,269,7708,2213,48177,55885,31.0,892.0,14.0,447.0,3.0,95.0,350.0,,,9,256,,,,,,2020-05-10,2482,0.10838033843674456,,,737541
04/27/2020,218,7926,1590,49767,57693,29.0,921.0,21.0,468.0,4.0,99.0,354.0,,,8,264,,,,,,2020-05-10,1808,0.12057522123893805,,,737542
04/28/2020,321,8247,2151,51918,60165,41.0,962.0,23.0,491.0,3.0,102.0,369.0,,,16,280,,,,,,2020-05-10,2472,0.12985436893203883,,,737543
04/29/2020,374,8621,3171,55089,63710,30.0,992.0,38.0,529.0,11.0,113.0,350.0,,,9,289,,,,,,2020-05-10,3545,0.10550070521861778,,,737544
04/30/2020,341,8962,2597,57686,66648,33.0,1025.0,36.0,565.0,5.0,118.0,342.0,,,17,306,,,,,,2020-05-10,2938,0.11606535057862491,,,737545
05/01/2020,327,9289,2953,60639,69928,50.0,1075.0,39.0,604.0,3.0,121.0,350.0,,,6,312,,,,,,2020-05-10,3280,0.09969512195121952,,,737546
05/02/2020,188,9477,1811,62450,71927,31.0,1106.0,37.0,641.0,5.0,126.0,339.0,,,22,334,,,,,,2020-05-10,1999,0.09404702351175588,,,737547
05/03/2020,175,9652,2034,64484,74136,31.0,1137.0,27.0,668.0,8.0,134.0,335.0,,,16,350,,,,,,2020-05-10,2209,0.07922136713444998,,,737548
05/04/2020,281,9933,2018,66502,76435,28.0,1165.0,30.0,698.0,5.0,139.0,328.0,,,16,366,,,,,,2020-05-10,2299,0.12222705524140931,,,737549
05/05/2020,272,10205,2666,69168,79373,26.0,1191.0,32.0,730.0,6.0,145.0,316.0,,,15,381,,,,,,2020-05-10,2938,0.09257998638529612,,,737550
05/06/2020,325,10530,2620,71788,82318,28.0,1219.0,42.0,772.0,9.0,154.0,293.0,,,15,396,,,,,,2020-05-10,2945,0.11035653650254669,,,737551
05/07/2020,249,10779,2699,74487,85266,32.0,1251.0,37.0,809.0,5.0,159.0,283.0,,,13,409,,,,,,2020-05-10,2948,0.0844640434192673,,,737552
05/08/2020,210,10989,2339,76826,87815,,,,,,,,,,9,418,,,,,,2020-05-10,2549,0.0823852491173009,,,737553
05/09/2020,285,11274,3113,79939,91213,,,,,,,,,,4,422,,,,,,2020-05-10,3398,0.08387286639199529,,,737554
02/27/2020,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-17,0,,,,737482
02/28/2020,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-17,0,,,,737483
02/29/2020,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-17,1,1.0,,,737484
03/01/2020,1,2,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-17,1,1.0,,,737485
03/02/2020,0,2,1,1,3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-17,1,0.0,,,737486
03/03/2020,0,2,2,3,5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-17,2,0.0,,,737487
03/04/2020,0,2,4,7,9,1.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,4,0.0,,,737488
03/05/2020,1,3,5,12,15,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,6,0.16666666666666666,,,737489
03/06/2020,0,3,12,24,27,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,12,0.0,,,737490
03/07/2020,0,3,13,37,40,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,13,0.0,,,737491
03/08/2020,0,3,22,59,62,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,22,0.0,,,737492
03/09/2020,2,5,12,71,76,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,14,0.14285714285714285,,,737493
03/10/2020,0,5,18,89,94,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-17,18,0.0,,,737494
03/11/2020,0,5,31,120,125,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,,0,0,,,,,,2020-05-17,31,0.0,,,737495
03/12/2020,9,14,42,162,176,1.0,5.0,0.0,0.0,0.0,0.0,5.0,,,0,0,,,,,,2020-05-17,51,0.17647058823529413,,,737496
03/13/2020,6,20,49,211,231,4.0,9.0,1.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-17,55,0.10909090909090909,,,737497
03/14/2020,0,20,86,297,317,0.0,9.0,0.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-17,86,0.0,,,737498
03/15/2020,1,21,127,424,445,1.0,10.0,0.0,1.0,0.0,0.0,9.0,,,0,0,,,,,,2020-05-17,128,0.0078125,,,737499
03/16/2020,2,23,67,491,514,2.0,12.0,0.0,1.0,0.0,0.0,11.0,,,0,0,,,,,,2020-05-17,69,0.028985507246376812,,,737500
03/17/2020,10,33,126,617,650,6.0,18.0,0.0,1.0,0.0,0.0,17.0,,,0,0,,,,,,2020-05-17,136,0.07352941176470588,,,737501
03/18/2020,11,44,130,747,791,3.0,21.0,0.0,1.0,0.0,0.0,20.0,,,0,0,,,,,,2020-05-17,141,0.07801418439716312,,,737502
03/19/2020,10,54,248,995,1049,2.0,23.0,1.0,2.0,0.0,0.0,21.0,,,1,1,,,,,,2020-05-17,258,0.03875968992248062,,,737503
03/20/2020,12,66,191,1186,1252,5.0,28.0,0.0,2.0,0.0,0.0,26.0,,,0,1,,,,,,2020-05-17,203,0.059113300492610835,,,737504
03/21/2020,17,83,190,1376,1459,3.0,31.0,2.0,4.0,0.0,0.0,27.0,,,0,1,,,,,,2020-05-17,207,0.0821256038647343,,,737505
03/22/2020,23,106,68,1444,1550,2.0,33.0,0.0,4.0,0.0,0.0,29.0,,,0,1,,,,,,2020-05-17,91,0.25274725274725274,,,737506
03/23/2020,18,124,166,1610,1734,16.0,49.0,1.0,5.0,0.0,0.0,44.0,,,0,1,,,,,,2020-05-17,184,0.09782608695652174,,,737507
03/24/2020,8,132,166,1776,1908,7.0,56.0,0.0,5.0,0.0,0.0,51.0,,,0,1,,,,,,2020-05-17,174,0.04597701149425287,,,737508
03/25/2020,33,165,239,2015,2180,5.0,61.0,1.0,6.0,0.0,0.0,55.0,,,0,1,,,,,,2020-05-17,272,0.1213235294117647,,,737509
03/26/2020,38,203,268,2283,2486,9.0,70.0,5.0,11.0,0.0,0.0,59.0,,,0,1,,,,,,2020-05-17,306,0.12418300653594772,,,737510
03/27/2020,36,239,258,2541,2780,8.0,78.0,1.0,12.0,1.0,1.0,65.0,,,2,3,,,,,,2020-05-17,294,0.12244897959183673,,,737511
03/28/2020,54,293,299,2840,3133,13.0,91.0,2.0,14.0,1.0,2.0,75.0,,,1,4,,,,,,2020-05-17,353,0.1529745042492918,,,737512
03/29/2020,108,401,347,3187,3588,8.0,99.0,4.0,18.0,1.0,3.0,78.0,,,2,6,,,,,,2020-05-17,455,0.23736263736263735,,,737513
03/30/2020,87,488,289,3476,3964,19.0,118.0,6.0,24.0,0.0,3.0,91.0,,,3,9,,,,,,2020-05-17,376,0.23138297872340424,,,737514
03/31/2020,79,567,355,3831,4398,11.0,129.0,7.0,31.0,1.0,4.0,94.0,,,2,11,,,,,,2020-05-17,434,0.18202764976958524,,,737515
04/01/2020,91,658,581,4412,5070,18.0,147.0,7.0,38.0,0.0,4.0,105.0,,,1,12,,,,,,2020-05-17,672,0.13541666666666666,,,737516
04/02/2020,53,711,445,4857,5568,21.0,168.0,6.0,44.0,2.0,6.0,118.0,,,4,16,,,,,,2020-05-17,498,0.10642570281124498,,,737517
04/03/2020,95,806,727,5584,6390,23.0,191.0,7.0,51.0,0.0,6.0,134.0,,,3,19,,,,,,2020-05-17,822,0.11557177615571776,,,737518
04/04/2020,116,922,677,6261,7183,21.0,212.0,4.0,55.0,5.0,11.0,146.0,,,9,28,,,,,,2020-05-17,793,0.14627994955863807,,,737519
04/05/2020,160,1082,1140,7401,8483,20.0,232.0,9.0,64.0,1.0,12.0,156.0,,,2,30,,,,,,2020-05-17,1300,0.12307692307692308,,,737520
04/06/2020,148,1230,1664,9065,10295,26.0,258.0,7.0,71.0,0.0,12.0,175.0,,,5,35,,,,,,2020-05-17,1812,0.08167770419426049,,,737521
04/07/2020,220,1450,1619,10684,12134,20.0,278.0,4.0,75.0,2.0,14.0,189.0,,,5,40,,,,,,2020-05-17,1839,0.11963023382272975,,,737522
04/08/2020,277,1727,1599,12283,14010,18.0,296.0,8.0,83.0,6.0,20.0,193.0,,,7,47,,,,,,2020-05-17,1876,0.1476545842217484,,,737523
04/09/2020,285,2012,1526,13809,15821,32.0,328.0,8.0,91.0,4.0,24.0,213.0,,,6,53,,,,,,2020-05-17,1811,0.15737161789066814,,,737524
04/10/2020,331,2343,2441,16250,18593,29.0,357.0,17.0,108.0,5.0,29.0,220.0,,,10,63,,,,,,2020-05-17,2772,0.11940836940836941,,,737525
04/11/2020,313,2656,1827,18077,20733,29.0,386.0,11.0,119.0,2.0,31.0,236.0,,,11,74,,,,,,2020-05-17,2140,0.14626168224299066,,,737526
04/12/2020,310,2966,1572,19649,22615,34.0,420.0,13.0,132.0,5.0,36.0,252.0,,,10,84,,,,,,2020-05-17,1882,0.1647183846971307,,,737527
04/13/2020,270,3236,1026,20675,23911,36.0,456.0,13.0,145.0,3.0,39.0,272.0,,,9,93,,,,,,2020-05-17,1296,0.20833333333333334,,,737528
04/14/2020,271,3507,1784,22459,25966,27.0,483.0,16.0,161.0,5.0,44.0,278.0,,,7,100,,,,,,2020-05-17,2055,0.1318734793187348,,,737529
04/15/2020,307,3814,1767,24226,28040,30.0,513.0,19.0,180.0,3.0,47.0,286.0,,,17,117,,,,,,2020-05-17,2074,0.14802314368370298,,,737530
04/16/2020,363,4177,2358,26584,30761,37.0,550.0,25.0,205.0,6.0,53.0,292.0,,,13,130,,,,,,2020-05-17,2721,0.13340683572216097,,,737531
04/17/2020,302,4479,1751,28335,32814,31.0,581.0,20.0,225.0,7.0,60.0,296.0,,,21,151,,,,,,2020-05-17,2053,0.14710180224062347,,,737532
04/18/2020,276,4755,1658,29993,34748,27.0,608.0,18.0,243.0,4.0,64.0,301.0,,,14,165,,,,,,2020-05-17,1934,0.14270941054808686,,,737533
04/19/2020,343,5098,1997,31990,37088,24.0,632.0,26.0,269.0,1.0,65.0,298.0,,,11,176,,,,,,2020-05-17,2340,0.1465811965811966,,,737534
04/20/2020,369,5467,1843,33833,39300,46.0,678.0,30.0,299.0,3.0,68.0,311.0,,,11,187,,,,,,2020-05-17,2212,0.16681735985533455,,,737535
04/21/2020,378,5845,2048,35881,41726,45.0,723.0,31.0,330.0,5.0,73.0,320.0,,,15,202,,,,,,2020-05-17,2426,0.15581203627370158,,,737536
04/22/2020,417,6262,2282,38163,44425,41.0,764.0,32.0,362.0,5.0,78.0,324.0,,,13,215,,,,,,2020-05-17,2699,0.15450166728417933,,,737537
04/23/2020,437,6699,2395,40558,47257,31.0,795.0,28.0,390.0,5.0,83.0,322.0,,,12,227,,,,,,2020-05-17,2832,0.15430790960451976,,,737538
04/24/2020,430,7129,3204,43762,50891,35.0,830.0,27.0,417.0,4.0,87.0,326.0,,,9,236,,,,,,2020-05-17,3634,0.11832691249312052,,,737539
04/25/2020,310,7439,2202,45964,53403,34.0,864.0,17.0,434.0,5.0,92.0,338.0,,,11,247,,,,,,2020-05-17,2512,0.12340764331210191,,,737540
04/26/2020,269,7708,2213,48177,55885,33.0,897.0,15.0,449.0,3.0,95.0,353.0,,,9,256,,,,,,2020-05-17,2482,0.10838033843674456,,,737541
04/27/2020,218,7926,1590,49767,57693,29.0,926.0,21.0,470.0,4.0,99.0,357.0,,,8,264,,,,,,2020-05-17,1808,0.12057522123893805,,,737542
04/28/2020,321,8247,2151,51918,60165,43.0,969.0,24.0,494.0,3.0,102.0,373.0,,,16,280,,,,,,2020-05-17,2472,0.12985436893203883,,,737543
04/29/2020,374,8621,3171,55089,63710,32.0,1001.0,38.0,532.0,11.0,113.0,356.0,,,10,290,,,,,,2020-05-17,3545,0.10550070521861778,,,737544
04/30/2020,341,8962,2597,57686,66648,33.0,1034.0,37.0,569.0,5.0,118.0,347.0,,,17,307,,,,,,2020-05-17,2938,0.11606535057862491,,,737545
05/01/2020,327,9289,2953,60639,69928,51.0,1085.0,39.0,608.0,3.0,121.0,356.0,,,7,314,,,,,,2020-05-17,3280,0.09969512195121952,,,737546
05/02/2020,188,9477,1811,62450,71927,33.0,1118.0,39.0,647.0,5.0,126.0,345.0,,,23,337,,,,,,2020-05-17,1999,0.09404702351175588,,,737547
05/03/2020,175,9652,2034,64484,74136,31.0,1149.0,27.0,674.0,8.0,134.0,341.0,,,16,353,,,,,,2020-05-17,2209,0.07922136713444998,,,737548
05/04/2020,281,9933,2018,66502,76435,29.0,1178.0,31.0,705.0,5.0,139.0,334.0,,,16,369,,,,,,2020-05-17,2299,0.12222705524140931,,,737549
05/05/2020,272,10205,2666,69168,79373,27.0,1205.0,32.0,737.0,6.0,145.0,323.0,,,15,384,,,,,,2020-05-17,2938,0.09257998638529612,,,737550
05/06/2020,325,10530,2620,71788,82318,28.0,1233.0,43.0,780.0,9.0,154.0,299.0,,,16,400,,,,,,2020-05-17,2945,0.11035653650254669,,,737551
05/07/2020,249,10779,2699,74487,85266,35.0,1268.0,39.0,819.0,5.0,159.0,290.0,,,14,414,,,,,,2020-05-17,2948,0.0844640434192673,,,737552
05/08/2020,210,10989,2339,76826,87815,28.0,1296.0,29.0,848.0,4.0,163.0,285.0,,,11,425,,,,,,2020-05-17,2549,0.0823852491173009,,,737553
05/09/2020,285,11274,3113,79939,91213,22.0,1318.0,21.0,869.0,4.0,167.0,282.0,,,11,436,,,,,,2020-05-17,3398,0.08387286639199529,,,737554
05/10/2020,176,11450,1943,81882,93332,19.0,1337.0,22.0,891.0,6.0,173.0,273.0,,,9,445,,,,,,2020-05-17,2119,0.0830580462482303,,,737555
05/11/2020,164,11614,1743,83625,95239,28.0,1365.0,16.0,907.0,5.0,178.0,280.0,,,10,455,,,,,,2020-05-17,1907,0.08599895123230204,,,737556
05/12/2020,221,11835,2462,86087,97922,21.0,1386.0,17.0,924.0,4.0,182.0,280.0,,,16,471,,,,,,2020-05-17,2683,0.08237048080506895,,,737557
05/13/2020,181,12016,3498,89585,101601,18.0,1404.0,23.0,947.0,1.0,183.0,274.0,,,6,477,,,,,,2020-05-17,3679,0.049198151671649905,,,737558
05/14/2020,203,12219,3174,92759,104978,14.0,1418.0,25.0,972.0,3.0,186.0,260.0,,,9,486,,,,,,2020-05-17,3377,0.060112525910571514,,,737559
05/15/2020,215,12434,3287,96046,108480,,,,,,,,,,10,496,,,,,,2020-05-17,3502,0.061393489434608796,,,737560
05/16/2020,240,12674,3830,99876,112550,,,,,,,,,,3,499,,,,,,2020-05-17,4070,0.05896805896805897,,,737561
02/27/2020,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-21,0,,,,737482
02/28/2020,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-21,0,,,,737483
02/29/2020,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-21,1,1.0,,,737484
03/01/2020,1,2,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0,0,,,,,,2020-05-21,1,1.0,,,737485
03/02/2020,0,2,1,1,3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-21,1,0.0,,,737486
03/03/2020,0,2,2,3,5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0,0,,,,,,2020-05-21,2,0.0,,,737487
03/04/2020,0,2,4,7,9,1.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,4,0.0,,,737488
03/05/2020,1,3,5,12,15,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,6,0.16666666666666666,,,737489
03/06/2020,0,3,12,24,27,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,12,0.0,,,737490
03/07/2020,0,3,13,37,40,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,13,0.0,,,737491
03/08/2020,0,3,22,59,62,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,22,0.0,,,737492
03/09/2020,2,5,12,71,76,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,14,0.14285714285714285,,,737493
03/10/2020,0,5,18,89,94,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,0,0,,,,,,2020-05-21,18,0.0,,,737494
03/11/2020,0,5,31,120,125,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,,0,0,,,,,,2020-05-21,31,0.0,,,737495
03/12/2020,9,14,42,162,176,1.0,5.0,0.0,0.0,0.0,0.0,5.0,,,0,0,,,,,,2020-05-21,51,0.17647058823529413,,,737496
03/13/2020,6,20,49,211,231,4.0,9.0,1.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-21,55,0.10909090909090909,,,737497
03/14/2020,0,20,86,297,317,0.0,9.0,0.0,1.0,0.0,0.0,8.0,,,0,0,,,,,,2020-05-21,86,0.0,,,737498
03/15/2020,1,21,127,424,445,1.0,10.0,0.0,1.0,0.0,0.0,9.0,,,0,0,,,,,,2020-05-21,128,0.0078125,,,737499
03/16/2020,2,23,67,491,514,2.0,12.0,0.0,1.0,0.0,0.0,11.0,,,0,0,,,,,,2020-05-21,69,0.028985507246376812,,,737500
